#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
35375907,accessory,3,1,1,,,1,
35375909,accessory,1,1,,,,1,
35375909,accessory,2,1,,,,1,
35375909,accessory,3,1,,,,1,
35375910,accessory,1,1,,,1,1,
35375910,accessory,2,1,,,1,1,
35375914,core,1,2,,,1,,
35375914,core,2,2,,,1,,
35375914,core,4,2,,,1,,
35375922,accessory,1,2,,1,2,1,
35375923,accessory,2,1,1,,,,
35375923,accessory,3,1,1,,,,
35375923,accessory,4,1,1,,,,
35375937,accessory,2,1,1,,,,
35375937,accessory,3,1,1,,,,
35375937,accessory,4,1,1,,,,
35375939,accessory,1,1,,,1,1,
35375939,accessory,2,1,,,1,1,
35375942,accessory,1,1,,,1,,
35375942,accessory,2,1,,,1,,
35375942,accessory,4,1,,,1,,
35375945,accessory,1,1,,,1,1,
35375945,accessory,2,1,,,1,1,
35375958,accessory,1,1,,1,1,,
35375958,accessory,4,1,,1,1,,
35375959,accessory,2,1,1,,,1,
35375959,accessory,3,1,1,,,1,
35375960,accessory,2,1,1,,,1,
35375960,accessory,3,1,1,,,1,
35375974,accessory,1,1,,,1,,
35375974,accessory,2,1,,,1,,
35375974,accessory,4,1,,,1,,
35375976,core,2,2,1,,1,1,
35375977,accessory,1,1,,,1,1,
35375977,accessory,2,1,,,1,1,
35375980,accessory,1,1,,,,1,
35375980,accessory,2,1,,,,1,
35375980,accessory,3,1,,,,1,
35375989,accessory,1,1,,,,1,
35375989,accessory,2,1,,,,1,
35375989,accessory,3,1,,,,1,
35375990,accessory,1,1,,1,1,,
35375990,accessory,4,1,,1,1,,
35376001,accessory,1,1,,,1,1,
35376001,accessory,2,1,,,1,1,
35376005,core,2,2,1,,,,
35376005,core,3,2,1,,,,
35376005,core,4,2,1,,,,
35376011,accessory,1,1,,,,1,
35376011,accessory,2,1,,,,1,
35376011,accessory,3,1,,,,1,
35376013,core,1,4,,1,1,1,
35376019,core,1,2,,,1,1,
35376019,core,2,2,,,1,1,
35376024,accessory,1,1,,1,,,
35376024,accessory,3,1,,1,,,
35376024,accessory,4,1,,1,,,
35376029,accessory,2,1,1,,,1,
35376029,accessory,3,1,1,,,1,
35376032,accessory,1,1,,1,,1,
35376032,accessory,3,1,,1,,1,
35376033,accessory,1,1,,1,1,,
35376033,accessory,4,1,,1,1,,
35376043,accessory,1,1,,1,,,
35376043,accessory,3,1,,1,,,
35376043,accessory,4,1,,1,,,
35376045,core,3,3,1,1,,1,
35376047,core,3,3,1,1,,1,
35376048,accessory,1,1,,,,1,
35376048,accessory,2,1,,,,1,
35376048,accessory,3,1,,,,1,
35376049,accessory,1,1,,,,1,
35376049,accessory,2,1,,,,1,
35376049,accessory,3,1,,,,1,
35376055,accessory,1,1,,,1,,
35376055,accessory,2,1,,,1,,
35376055,accessory,4,1,,,1,,
35376059,accessory,1,1,,1,,,
35376059,accessory,3,1,,1,,,
35376059,accessory,4,1,,1,,,
35376061,accessory,1,1,,,,1,
35376061,accessory,2,1,,,,1,
35376061,accessory,3,1,,,,1,
35376062,accessory,1,1,,,1,1,
35376062,accessory,2,1,,,1,1,
35376064,accessory,1,1,,1,1,,
35376064,accessory,4,1,,1,1,,
35376066,accessory,1,1,,1,,1,
35376066,accessory,3,1,,1,,1,
35376082,accessory,1,1,,,,1,
35376082,accessory,2,1,,,,1,
35376082,accessory,3,1,,,,1,
35376084,core,3,2,1,1,,1,
35376089,accessory,1,1,,,1,1,
35376089,accessory,2,1,,,1,1,
35376099,accessory,3,2,2,1,,1,
35376100,accessory,1,1,,1,,1,
35376100,accessory,3,1,,1,,1,
35376105,accessory,1,1,,,1,,
35376105,accessory,2,1,,,1,,
35376105,accessory,4,1,,,1,,
35376106,core,1,2,,1,1,1,
35376109,accessory,1,1,,,,1,
35376109,accessory,2,1,,,,1,
35376109,accessory,3,1,,,,1,
35376112,accessory,1,1,,,1,,
35376112,accessory,2,1,,,1,,
35376112,accessory,4,1,,,1,,
35376124,accessory,1,1,,,1,1,
35376124,accessory,2,1,,,1,1,
35376125,accessory,1,1,,1,,,
35376125,accessory,3,1,,1,,,
35376125,accessory,4,1,,1,,,
35376126,accessory,1,1,,,1,1,
35376126,accessory,2,1,,,1,1,
35376133,accessory,1,1,,,1,1,
35376133,accessory,2,1,,,1,1,
35376134,accessory,1,1,,1,1,,
35376134,accessory,4,1,,1,1,,
35376138,accessory,1,1,,,1,,
35376138,accessory,2,1,,,1,,
35376138,accessory,4,1,,,1,,
35376143,accessory,1,2,,1,1,2,
35376144,accessory,2,1,1,,1,,
35376144,accessory,4,1,1,,1,,
35376149,accessory,1,1,,,1,,
35376149,accessory,2,1,,,1,,
35376149,accessory,4,1,,,1,,
35376153,core,2,2,1,,1,,
35376153,core,4,2,1,,1,,
35376162,accessory,1,1,,,,1,
35376162,accessory,2,1,,,,1,
35376162,accessory,3,1,,,,1,
35376164,accessory,2,1,1,,,,
35376164,accessory,3,1,1,,,,
35376164,accessory,4,1,1,,,,
35376175,accessory,1,1,,1,,,
35376175,accessory,3,1,,1,,,
35376175,accessory,4,1,,1,,,
35376179,accessory,1,1,,,1,1,
35376179,accessory,2,1,,,1,1,
35376183,accessory,1,1,,,1,1,
35376183,accessory,2,1,,,1,1,
35376185,accessory,1,1,,,1,1,
35376185,accessory,2,1,,,1,1,
35376191,accessory,1,1,,,1,1,
35376191,accessory,2,1,,,1,1,
35376197,accessory,2,2,1,,1,2,
35376198,accessory,2,2,1,,2,2,
35376199,core,3,3,1,1,,,
35376199,core,4,3,1,1,,,
35376208,accessory,3,1,1,1,,,
35376208,accessory,4,1,1,1,,,
35376209,core,3,2,1,1,,1,
35376215,accessory,1,1,,1,1,,
35376215,accessory,4,1,,1,1,,
35376216,core,2,2,1,,,,
35376216,core,3,2,1,,,,
35376216,core,4,2,1,,,,
35376226,accessory,1,1,,1,,1,
35376226,accessory,3,1,,1,,1,
35376227,accessory,1,1,,1,,1,
35376227,accessory,3,1,,1,,1,
35376228,accessory,2,1,1,,1,,
35376228,accessory,4,1,1,,1,,
35376235,accessory,1,1,,1,,1,
35376235,accessory,3,1,,1,,1,
35376236,accessory,1,1,,1,,1,
35376236,accessory,3,1,,1,,1,
35376237,accessory,1,1,,1,,,
35376237,accessory,3,1,,1,,,
35376237,accessory,4,1,,1,,,
35376239,accessory,1,1,,1,,1,
35376239,accessory,3,1,,1,,1,
35376241,accessory,1,1,,1,,1,
35376241,accessory,3,1,,1,,1,
35376242,accessory,1,1,,1,,1,
35376242,accessory,3,1,,1,,1,
35376248,accessory,1,1,,1,,1,
35376248,accessory,3,1,,1,,1,
35376249,accessory,1,1,,1,,1,
35376249,accessory,3,1,,1,,1,
35376250,accessory,1,1,,1,,1,
35376250,accessory,3,1,,1,,1,
35376252,accessory,1,1,,1,,1,
35376252,accessory,3,1,,1,,1,
35376254,accessory,1,1,,1,,1,
35376254,accessory,3,1,,1,,1,
35376255,accessory,1,1,,1,,1,
35376255,accessory,3,1,,1,,1,
35376256,accessory,1,1,,1,,1,
35376256,accessory,3,1,,1,,1,
35376259,accessory,1,1,,1,,1,
35376259,accessory,3,1,,1,,1,
35376262,accessory,1,1,,1,,1,
35376262,accessory,3,1,,1,,1,
35376263,accessory,1,1,,1,,1,
35376263,accessory,3,1,,1,,1,
35376264,accessory,1,1,,1,,1,
35376264,accessory,3,1,,1,,1,
35376265,accessory,1,1,,1,,1,
35376265,accessory,3,1,,1,,1,
35376266,accessory,1,1,,1,,1,
35376266,accessory,3,1,,1,,1,
35376269,core,1,3,,1,1,1,
35376270,accessory,2,1,1,,,,
35376270,accessory,3,1,1,,,,
35376270,accessory,4,1,1,,,,
35376278,core,2,2,1,,1,1,
35376280,accessory,1,1,,,1,,
35376280,accessory,2,1,,,1,,
35376280,accessory,4,1,,,1,,
35376283,core,1,2,,1,1,1,
35376284,core,1,2,,1,1,1,
35376286,core,1,2,,1,1,1,
35376288,core,3,2,1,1,,1,
35376292,accessory,1,1,,1,,1,
35376292,accessory,3,1,,1,,1,
35376293,accessory,1,1,,1,,1,
35376293,accessory,3,1,,1,,1,
35376306,accessory,1,1,,,1,1,
35376306,accessory,2,1,,,1,1,
35376312,accessory,1,1,,,,1,
35376312,accessory,2,1,,,,1,
35376312,accessory,3,1,,,,1,
35376324,core,1,2,,1,1,1,
35376328,accessory,1,2,,1,1,2,
35376329,accessory,1,1,,,,1,
35376329,accessory,2,1,,,,1,
35376329,accessory,3,1,,,,1,
35376333,accessory,2,1,1,,,,
35376333,accessory,3,1,1,,,,
35376333,accessory,4,1,1,,,,
35376337,accessory,2,1,1,,,,
35376337,accessory,3,1,1,,,,
35376337,accessory,4,1,1,,,,
35376340,accessory,1,1,,1,,,
35376340,accessory,3,1,,1,,,
35376340,accessory,4,1,,1,,,
35376358,accessory,1,1,,1,,,
35376358,accessory,3,1,,1,,,
35376358,accessory,4,1,,1,,,
35376361,core,1,2,,1,1,1,
35376370,accessory,1,1,,1,,1,
35376370,accessory,3,1,,1,,1,
35376379,accessory,1,1,,1,,1,
35376379,accessory,3,1,,1,,1,
35376384,accessory,2,1,1,,,,
35376384,accessory,3,1,1,,,,
35376384,accessory,4,1,1,,,,
35376388,core,1,2,,,,1,
35376388,core,2,2,,,,1,
35376388,core,3,2,,,,1,
35376389,accessory,1,1,,,1,1,
35376389,accessory,2,1,,,1,1,
35376394,accessory,1,1,,,1,,
35376394,accessory,2,1,,,1,,
35376394,accessory,4,1,,,1,,
35376395,accessory,2,2,1,,2,2,
35376396,accessory,1,1,,1,,1,
35376396,accessory,3,1,,1,,1,
35376399,accessory,1,1,,,,1,
35376399,accessory,2,1,,,,1,
35376399,accessory,3,1,,,,1,
35376400,accessory,2,1,1,,,,
35376400,accessory,3,1,1,,,,
35376400,accessory,4,1,1,,,,
35376405,core,1,2,,1,1,1,
35376406,accessory,1,1,,1,,1,
35376406,accessory,3,1,,1,,1,
35376417,accessory,1,1,,,,1,
35376417,accessory,2,1,,,,1,
35376417,accessory,3,1,,,,1,
35376419,core,1,2,,1,1,1,
35376420,accessory,2,1,1,,,,
35376420,accessory,3,1,1,,,,
35376420,accessory,4,1,1,,,,
35376427,accessory,1,1,,,1,,
35376427,accessory,2,1,,,1,,
35376427,accessory,4,1,,,1,,
35376428,core,3,2,1,1,,1,
35376435,accessory,1,1,,1,1,,
35376435,accessory,4,1,,1,1,,
35376438,accessory,1,2,,2,1,2,
35376448,core,2,3,2,,2,2,
35376449,core,1,2,,1,1,1,
35376450,accessory,4,2,1,2,1,,
35376451,accessory,1,1,,,1,1,
35376451,accessory,2,1,,,1,1,
35376454,accessory,1,1,,,1,1,
35376454,accessory,2,1,,,1,1,
35376471,accessory,1,1,,1,,,
35376471,accessory,3,1,,1,,,
35376471,accessory,4,1,,1,,,
35376476,accessory,1,1,,,1,1,
35376476,accessory,2,1,,,1,1,
35376483,accessory,1,2,,1,2,2,
35376492,accessory,1,1,,,1,1,
35376492,accessory,2,1,,,1,1,
35376499,accessory,1,1,,,,1,
35376499,accessory,2,1,,,,1,
35376499,accessory,3,1,,,,1,
35376501,core,2,3,2,,1,,
35376501,core,4,3,2,,1,,
35376503,accessory,1,1,,,,1,
35376503,accessory,2,1,,,,1,
35376503,accessory,3,1,,,,1,
35376514,accessory,1,1,,,1,1,
35376514,accessory,2,1,,,1,1,
35376515,accessory,1,1,,1,,1,
35376515,accessory,3,1,,1,,1,
35376523,accessory,1,1,,,1,1,
35376523,accessory,2,1,,,1,1,
35376531,core,1,2,,1,1,1,
35376534,accessory,1,1,,1,,1,
35376534,accessory,3,1,,1,,1,
35376535,accessory,1,2,,,2,,
35376535,accessory,2,2,,,2,,
35376535,accessory,4,2,,,2,,
35376536,accessory,1,1,,,1,,
35376536,accessory,2,1,,,1,,
35376536,accessory,4,1,,,1,,
35376538,accessory,1,1,,,,1,
35376538,accessory,2,1,,,,1,
35376538,accessory,3,1,,,,1,
35376539,core,3,2,1,1,,,
35376539,core,4,2,1,1,,,
35376540,accessory,2,1,1,,,,
35376540,accessory,3,1,1,,,,
35376540,accessory,4,1,1,,,,
35376544,accessory,2,1,1,,1,,
35376544,accessory,4,1,1,,1,,
35376545,accessory,1,1,,,,1,
35376545,accessory,2,1,,,,1,
35376545,accessory,3,1,,,,1,
35376557,accessory,1,1,,1,,1,
35376557,accessory,3,1,,1,,1,
35376560,core,4,2,1,1,1,,
35376562,accessory,2,2,2,,2,1,
35376567,accessory,1,1,,1,,1,
35376567,accessory,3,1,,1,,1,
35376582,accessory,1,1,,,1,,
35376582,accessory,2,1,,,1,,
35376582,accessory,4,1,,,1,,
35376583,accessory,1,1,,,1,,
35376583,accessory,2,1,,,1,,
35376583,accessory,4,1,,,1,,
35376584,accessory,1,1,,1,,,
35376584,accessory,3,1,,1,,,
35376584,accessory,4,1,,1,,,
35376586,accessory,1,1,,1,,,
35376586,accessory,3,1,,1,,,
35376586,accessory,4,1,,1,,,
35376588,accessory,1,2,,1,2,1,
35376594,accessory,1,1,,1,1,,
35376594,accessory,4,1,,1,1,,
35376606,accessory,1,1,,,1,,
35376606,accessory,2,1,,,1,,
35376606,accessory,4,1,,,1,,
35376619,core,1,2,,1,1,1,
35376620,accessory,2,1,1,,1,,
35376620,accessory,4,1,1,,1,,
35376626,core,3,2,1,1,,1,
35376631,core,3,2,1,1,,1,
35376647,accessory,3,3,3,2,,3,
35376648,accessory,1,1,,1,,,
35376648,accessory,3,1,,1,,,
35376648,accessory,4,1,,1,,,
35376649,accessory,2,1,1,,,1,
35376649,accessory,3,1,1,,,1,
35376652,accessory,1,1,,,,1,
35376652,accessory,2,1,,,,1,
35376652,accessory,3,1,,,,1,
35376658,accessory,1,1,,1,,,
35376658,accessory,3,1,,1,,,
35376658,accessory,4,1,,1,,,
35376659,accessory,1,1,,1,,,
35376659,accessory,3,1,,1,,,
35376659,accessory,4,1,,1,,,
35376660,accessory,1,1,,1,,,
35376660,accessory,3,1,,1,,,
35376660,accessory,4,1,,1,,,
35376661,accessory,1,1,,,1,,
35376661,accessory,2,1,,,1,,
35376661,accessory,4,1,,,1,,
35376666,accessory,1,1,,,1,1,
35376666,accessory,2,1,,,1,1,
35376667,accessory,1,1,,1,1,,
35376667,accessory,4,1,,1,1,,
35376678,core,1,2,,1,1,1,
35376679,accessory,1,1,,1,1,,
35376679,accessory,4,1,,1,1,,
35376680,accessory,1,1,,1,1,,
35376680,accessory,4,1,,1,1,,
35376697,accessory,1,1,,,1,,
35376697,accessory,2,1,,,1,,
35376697,accessory,4,1,,,1,,
35376700,accessory,2,1,1,,,,
35376700,accessory,3,1,1,,,,
35376700,accessory,4,1,1,,,,
35376702,accessory,1,1,,1,,,
35376702,accessory,3,1,,1,,,
35376702,accessory,4,1,,1,,,
35376705,accessory,2,2,1,,2,2,
35376713,accessory,1,1,,1,1,,
35376713,accessory,4,1,,1,1,,
35376725,accessory,2,1,1,,,,
35376725,accessory,3,1,1,,,,
35376725,accessory,4,1,1,,,,
35376727,core,1,3,,1,1,1,
35376728,accessory,2,1,1,,1,,
35376728,accessory,4,1,1,,1,,
35376734,accessory,2,2,2,,1,,
35376734,accessory,4,2,2,,1,,
35376756,core,1,2,,1,1,1,
35376757,accessory,1,1,,,,1,
35376757,accessory,2,1,,,,1,
35376757,accessory,3,1,,,,1,
35376758,accessory,1,1,,1,,1,
35376758,accessory,3,1,,1,,1,
35376759,accessory,1,1,,,1,1,
35376759,accessory,2,1,,,1,1,
35376762,core,1,2,,1,1,1,
35376766,accessory,1,1,,,1,,
35376766,accessory,2,1,,,1,,
35376766,accessory,4,1,,,1,,
35376767,accessory,1,2,,2,1,2,
35376779,accessory,1,1,,1,1,,
35376779,accessory,4,1,,1,1,,
35376790,accessory,1,2,,1,2,1,
35376791,accessory,1,2,,1,2,1,
35376792,accessory,3,3,1,3,,3,
35376794,core,1,2,,,1,1,
35376794,core,2,2,,,1,1,
35376795,accessory,2,1,1,,,,
35376795,accessory,3,1,1,,,,
35376795,accessory,4,1,1,,,,
35376800,core,1,3,,2,2,2,
35376803,accessory,1,1,,,,1,
35376803,accessory,2,1,,,,1,
35376803,accessory,3,1,,,,1,
35376804,accessory,2,1,1,,,,
35376804,accessory,3,1,1,,,,
35376804,accessory,4,1,1,,,,
35376814,accessory,1,1,,,,1,
35376814,accessory,2,1,,,,1,
35376814,accessory,3,1,,,,1,
35376815,accessory,1,1,,1,,1,
35376815,accessory,3,1,,1,,1,
35376817,accessory,4,4,3,4,3,,
35376819,core,3,2,1,1,,1,
35376822,accessory,1,1,,1,,,
35376822,accessory,3,1,,1,,,
35376822,accessory,4,1,,1,,,
35376823,accessory,2,1,1,,1,,
35376823,accessory,4,1,1,,1,,
35376835,core,2,5,1,,2,2,
35376837,accessory,3,2,1,2,,2,
35376838,accessory,2,1,1,,,,
35376838,accessory,3,1,1,,,,
35376838,accessory,4,1,1,,,,
35376839,accessory,3,1,1,1,,,
35376839,accessory,4,1,1,1,,,
35376841,accessory,1,1,,1,,1,
35376841,accessory,3,1,,1,,1,
35376856,accessory,4,2,1,2,2,,
35376857,accessory,3,2,2,2,,1,
35376860,accessory,3,1,1,1,,,
35376860,accessory,4,1,1,1,,,
35376861,accessory,2,1,1,,1,,
35376861,accessory,4,1,1,,1,,
35376862,accessory,2,1,1,,1,,
35376862,accessory,4,1,1,,1,,
35376885,core,2,3,1,,,,
35376885,core,3,3,1,,,,
35376885,core,4,3,1,,,,
35376887,accessory,1,1,,,,1,
35376887,accessory,2,1,,,,1,
35376887,accessory,3,1,,,,1,
35376889,accessory,2,1,1,,1,,
35376889,accessory,4,1,1,,1,,
35376890,accessory,1,1,,1,,1,
35376890,accessory,3,1,,1,,1,
35376891,core,2,2,1,,1,1,
35376900,core,2,3,1,,2,2,
35376901,core,2,2,1,,1,,
35376901,core,4,2,1,,1,,
35376902,core,3,2,1,1,,,
35376902,core,4,2,1,1,,,
35376903,accessory,1,1,,,,1,
35376903,accessory,2,1,,,,1,
35376903,accessory,3,1,,,,1,
35376904,accessory,3,1,1,1,,,
35376904,accessory,4,1,1,1,,,
35376905,accessory,2,1,1,,,1,
35376905,accessory,3,1,1,,,1,
35376907,accessory,1,1,,1,,,
35376907,accessory,3,1,,1,,,
35376907,accessory,4,1,,1,,,
35376908,accessory,1,1,,1,,,
35376908,accessory,3,1,,1,,,
35376908,accessory,4,1,,1,,,
35376909,accessory,3,1,1,1,,,
35376909,accessory,4,1,1,1,,,
35376911,accessory,2,1,1,,,,
35376911,accessory,3,1,1,,,,
35376911,accessory,4,1,1,,,,
35376928,accessory,2,1,1,,,,
35376928,accessory,3,1,1,,,,
35376928,accessory,4,1,1,,,,
35376941,accessory,1,1,,1,,1,
35376941,accessory,3,1,,1,,1,
35376942,core,1,2,,,1,1,
35376942,core,2,2,,,1,1,
35376945,core,3,2,1,1,,1,
35376951,core,4,2,1,1,1,,
35376955,accessory,1,1,,,,1,
35376955,accessory,2,1,,,,1,
35376955,accessory,3,1,,,,1,
35376958,accessory,1,1,,,1,,
35376958,accessory,2,1,,,1,,
35376958,accessory,4,1,,,1,,
35376973,accessory,2,1,1,,1,,
35376973,accessory,4,1,1,,1,,
35376980,accessory,1,1,,,,1,
35376980,accessory,2,1,,,,1,
35376980,accessory,3,1,,,,1,
35376981,accessory,1,1,,,,1,
35376981,accessory,2,1,,,,1,
35376981,accessory,3,1,,,,1,
35376984,core,1,2,,1,1,,
35376984,core,4,2,,1,1,,
35376985,accessory,1,1,,1,,1,
35376985,accessory,3,1,,1,,1,
35376994,core,2,2,1,,,,
35376994,core,3,2,1,,,,
35376994,core,4,2,1,,,,
35377007,accessory,1,1,,,1,,
35377007,accessory,2,1,,,1,,
35377007,accessory,4,1,,,1,,
35377008,accessory,2,1,1,,,,
35377008,accessory,3,1,1,,,,
35377008,accessory,4,1,1,,,,
35377016,accessory,1,1,,,1,1,
35377016,accessory,2,1,,,1,1,
35377030,accessory,1,1,,1,1,,
35377030,accessory,4,1,,1,1,,
35377046,accessory,1,1,,,,1,
35377046,accessory,2,1,,,,1,
35377046,accessory,3,1,,,,1,
35377048,accessory,1,1,,,1,1,
35377048,accessory,2,1,,,1,1,
35377049,accessory,3,1,1,1,,,
35377049,accessory,4,1,1,1,,,
35377059,accessory,1,1,,1,,1,
35377059,accessory,3,1,,1,,1,
35377065,accessory,1,1,,,1,1,
35377065,accessory,2,1,,,1,1,
35377069,accessory,1,1,,,,1,
35377069,accessory,2,1,,,,1,
35377069,accessory,3,1,,,,1,
35377070,accessory,2,1,1,,,,
35377070,accessory,3,1,1,,,,
35377070,accessory,4,1,1,,,,
35377080,accessory,1,1,,1,1,,
35377080,accessory,4,1,,1,1,,
35377084,core,1,2,,1,1,1,
35377085,accessory,2,1,1,,1,,
35377085,accessory,4,1,1,,1,,
35377089,accessory,2,2,1,,2,2,
35377092,accessory,1,1,,1,,1,
35377092,accessory,3,1,,1,,1,
35377098,accessory,1,2,,2,1,2,
35377099,accessory,2,1,1,,,1,
35377099,accessory,3,1,1,,,1,
35377102,accessory,1,1,,1,,1,
35377102,accessory,3,1,,1,,1,
35377103,accessory,1,1,,1,,1,
35377103,accessory,3,1,,1,,1,
35377105,accessory,1,1,,1,,1,
35377105,accessory,3,1,,1,,1,
35377106,accessory,1,1,,,1,,
35377106,accessory,2,1,,,1,,
35377106,accessory,4,1,,,1,,
35377107,accessory,1,1,,1,,1,
35377107,accessory,3,1,,1,,1,
35377109,core,3,2,1,1,,1,
35377117,accessory,1,1,,1,,1,
35377117,accessory,3,1,,1,,1,
35377118,accessory,2,1,1,,,1,
35377118,accessory,3,1,1,,,1,
35377121,core,3,2,1,1,,,
35377121,core,4,2,1,1,,,
35377127,core,1,2,,1,,1,
35377127,core,3,2,,1,,1,
35377134,accessory,1,1,,,,1,
35377134,accessory,2,1,,,,1,
35377134,accessory,3,1,,,,1,
35377136,accessory,1,1,,,1,,
35377136,accessory,2,1,,,1,,
35377136,accessory,4,1,,,1,,
35377137,accessory,2,1,1,,,,
35377137,accessory,3,1,1,,,,
35377137,accessory,4,1,1,,,,
35377146,accessory,2,1,1,,,,
35377146,accessory,3,1,1,,,,
35377146,accessory,4,1,1,,,,
35377157,accessory,1,1,,,,1,
35377157,accessory,2,1,,,,1,
35377157,accessory,3,1,,,,1,
35377159,accessory,2,1,1,,,,
35377159,accessory,3,1,1,,,,
35377159,accessory,4,1,1,,,,
35377160,accessory,1,1,,1,1,,
35377160,accessory,4,1,,1,1,,
35377163,accessory,1,1,,,,1,
35377163,accessory,2,1,,,,1,
35377163,accessory,3,1,,,,1,
35377164,accessory,2,1,1,,,,
35377164,accessory,3,1,1,,,,
35377164,accessory,4,1,1,,,,
35377173,core,1,2,,1,1,1,
35377176,accessory,1,2,,1,1,2,
35377193,accessory,1,2,,1,2,1,
35377199,core,1,4,,3,2,3,
35377208,accessory,2,2,1,,2,,
35377208,accessory,4,2,1,,2,,
35377209,accessory,1,1,,,1,,
35377209,accessory,2,1,,,1,,
35377209,accessory,4,1,,,1,,
35377210,accessory,1,1,,1,,1,
35377210,accessory,3,1,,1,,1,
35377211,accessory,2,1,1,,1,,
35377211,accessory,4,1,1,,1,,
35377212,accessory,2,1,1,,1,,
35377212,accessory,4,1,1,,1,,
35377218,accessory,1,1,,1,,1,
35377218,accessory,3,1,,1,,1,
35377220,accessory,1,1,,,1,1,
35377220,accessory,2,1,,,1,1,
35377221,core,1,2,,1,1,1,
35377222,accessory,1,1,,,,1,
35377222,accessory,2,1,,,,1,
35377222,accessory,3,1,,,,1,
35377224,accessory,1,1,,1,,,
35377224,accessory,3,1,,1,,,
35377224,accessory,4,1,,1,,,
35377225,accessory,2,1,1,,,,
35377225,accessory,3,1,1,,,,
35377225,accessory,4,1,1,,,,
35377236,accessory,1,1,,,1,1,
35377236,accessory,2,1,,,1,1,
35377251,accessory,1,1,,,1,1,
35377251,accessory,2,1,,,1,1,
35377270,accessory,1,1,,,1,,
35377270,accessory,2,1,,,1,,
35377270,accessory,4,1,,,1,,
35377271,accessory,1,1,,1,1,,
35377271,accessory,4,1,,1,1,,
35377276,accessory,1,2,,1,2,,
35377276,accessory,4,2,,1,2,,
35377281,accessory,1,1,,1,,1,
35377281,accessory,3,1,,1,,1,
35377286,accessory,1,1,,1,,,
35377286,accessory,3,1,,1,,,
35377286,accessory,4,1,,1,,,
35377297,accessory,1,1,,1,,1,
35377297,accessory,3,1,,1,,1,
35377299,accessory,1,1,,1,,,
35377299,accessory,3,1,,1,,,
35377299,accessory,4,1,,1,,,
35377307,accessory,1,1,,1,,1,
35377307,accessory,3,1,,1,,1,
35377319,accessory,1,2,,1,2,1,
35377320,accessory,1,2,,,,2,
35377320,accessory,2,2,,,,2,
35377320,accessory,3,2,,,,2,
35377329,accessory,1,2,,1,2,1,
35377346,accessory,2,1,1,,,,
35377346,accessory,3,1,1,,,,
35377346,accessory,4,1,1,,,,
35377368,accessory,1,1,,1,,,
35377368,accessory,3,1,,1,,,
35377368,accessory,4,1,,1,,,
35377369,accessory,1,2,,2,1,1,
35377371,core,2,2,1,,,,
35377371,core,3,2,1,,,,
35377371,core,4,2,1,,,,
35377374,accessory,1,1,,,,1,
35377374,accessory,2,1,,,,1,
35377374,accessory,3,1,,,,1,
35377385,accessory,1,2,,2,1,1,
35377392,accessory,1,2,,1,2,1,
35377393,core,2,2,1,,1,1,
35377395,accessory,2,1,1,,,,
35377395,accessory,3,1,1,,,,
35377395,accessory,4,1,1,,,,
35377397,accessory,1,1,,,1,,
35377397,accessory,2,1,,,1,,
35377397,accessory,4,1,,,1,,
35377405,accessory,1,1,,,1,,
35377405,accessory,2,1,,,1,,
35377405,accessory,4,1,,,1,,
35377409,accessory,1,1,,,1,,
35377409,accessory,2,1,,,1,,
35377409,accessory,4,1,,,1,,
35377410,accessory,1,1,,1,,,
35377410,accessory,3,1,,1,,,
35377410,accessory,4,1,,1,,,
35377411,accessory,1,1,,1,1,,
35377411,accessory,4,1,,1,1,,
35377418,accessory,1,1,,,,1,
35377418,accessory,2,1,,,,1,
35377418,accessory,3,1,,,,1,
35377419,accessory,1,1,,,1,1,
35377419,accessory,2,1,,,1,1,
35377420,accessory,2,1,1,,1,,
35377420,accessory,4,1,1,,1,,
35377421,core,2,3,2,,2,2,
35377426,core,1,2,,,,1,
35377426,core,2,2,,,,1,
35377426,core,3,2,,,,1,
35377429,accessory,1,2,,2,1,2,
35377430,accessory,1,1,,1,,1,
35377430,accessory,3,1,,1,,1,
35377431,accessory,1,1,,1,1,,
35377431,accessory,4,1,,1,1,,
35377432,accessory,1,1,,1,,1,
35377432,accessory,3,1,,1,,1,
35377438,accessory,1,1,,,1,,
35377438,accessory,2,1,,,1,,
35377438,accessory,4,1,,,1,,
35377447,accessory,2,1,1,,,,
35377447,accessory,3,1,1,,,,
35377447,accessory,4,1,1,,,,
35377448,accessory,1,1,,1,,1,
35377448,accessory,3,1,,1,,1,
35377449,accessory,3,1,1,1,,,
35377449,accessory,4,1,1,1,,,
35377454,accessory,1,1,,,,1,
35377454,accessory,2,1,,,,1,
35377454,accessory,3,1,,,,1,
35377455,accessory,2,1,1,,,,
35377455,accessory,3,1,1,,,,
35377455,accessory,4,1,1,,,,
35377456,accessory,2,1,1,,,,
35377456,accessory,3,1,1,,,,
35377456,accessory,4,1,1,,,,
35377460,accessory,1,1,,1,1,,
35377460,accessory,4,1,,1,1,,
35377471,accessory,1,1,,,,1,
35377471,accessory,2,1,,,,1,
35377471,accessory,3,1,,,,1,
35377476,accessory,1,1,,1,,1,
35377476,accessory,3,1,,1,,1,
35377477,accessory,1,2,,2,2,1,
35377479,accessory,1,1,,1,,1,
35377479,accessory,3,1,,1,,1,
35377485,accessory,1,1,,1,1,,
