#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
35398945,accessory,1,1,,,1,1,
35398945,accessory,2,1,,,1,1,
35398972,accessory,1,1,,1,,,
35398972,accessory,3,1,,1,,,
35398972,accessory,4,1,,1,,,
35398979,accessory,1,1,,1,,1,
35398979,accessory,3,1,,1,,1,
35398997,accessory,2,2,1,,,2,
35398997,accessory,3,2,1,,,2,
35398998,accessory,1,1,,1,,1,
35398998,accessory,3,1,,1,,1,
35399003,accessory,1,1,,,1,,
35399003,accessory,2,1,,,1,,
35399003,accessory,4,1,,,1,,
35399004,accessory,2,2,2,,1,2,
35399015,accessory,1,1,,,,1,
35399015,accessory,2,1,,,,1,
35399015,accessory,3,1,,,,1,
35399016,accessory,2,1,1,,,,
35399016,accessory,3,1,1,,,,
35399016,accessory,4,1,1,,,,
35399017,accessory,1,1,,,,1,
35399017,accessory,2,1,,,,1,
35399017,accessory,3,1,,,,1,
35399021,accessory,1,1,,1,,1,
35399021,accessory,3,1,,1,,1,
35399022,accessory,2,2,1,,1,2,
35399025,accessory,1,2,,1,2,1,
35399035,core,2,2,1,,,,
35399035,core,3,2,1,,,,
35399035,core,4,2,1,,,,
35399068,accessory,1,5,,5,2,5,
35399076,accessory,1,1,,1,,1,
35399076,accessory,3,1,,1,,1,
35399077,core,4,2,1,1,1,,
35399089,core,1,2,,1,1,1,
35399090,accessory,1,1,,1,,1,
35399090,accessory,3,1,,1,,1,
35399091,accessory,2,1,1,,1,,
35399091,accessory,4,1,1,,1,,
35399092,accessory,2,2,2,,2,1,
35399093,accessory,1,1,,,1,1,
35399093,accessory,2,1,,,1,1,
35399108,accessory,1,1,,1,,1,
35399108,accessory,3,1,,1,,1,
35399115,accessory,1,2,,1,,2,
35399115,accessory,3,2,,1,,2,
35399116,accessory,1,1,,1,,1,
35399116,accessory,3,1,,1,,1,
35399118,accessory,1,1,,,,1,
35399118,accessory,2,1,,,,1,
35399118,accessory,3,1,,,,1,
35399129,accessory,1,1,,1,,1,
35399129,accessory,3,1,,1,,1,
35399131,accessory,1,1,,1,,1,
35399131,accessory,3,1,,1,,1,
35399139,accessory,1,1,,,1,,
35399139,accessory,2,1,,,1,,
35399139,accessory,4,1,,,1,,
35399141,accessory,1,1,,1,,1,
35399141,accessory,3,1,,1,,1,
35399152,accessory,2,1,1,,,,
35399152,accessory,3,1,1,,,,
35399152,accessory,4,1,1,,,,
35399153,accessory,1,1,,1,,1,
35399153,accessory,3,1,,1,,1,
35399161,accessory,1,1,,1,,,
35399161,accessory,3,1,,1,,,
35399161,accessory,4,1,,1,,,
35399163,accessory,1,1,,,1,1,
35399163,accessory,2,1,,,1,1,
35399167,accessory,1,1,,,,1,
35399167,accessory,2,1,,,,1,
35399167,accessory,3,1,,,,1,
35399171,accessory,1,1,,,,1,
35399171,accessory,2,1,,,,1,
35399171,accessory,3,1,,,,1,
35399173,accessory,1,1,,1,1,,
35399173,accessory,4,1,,1,1,,
35399174,accessory,2,1,1,,1,,
35399174,accessory,4,1,1,,1,,
35399176,accessory,1,1,,,,1,
35399176,accessory,2,1,,,,1,
35399176,accessory,3,1,,,,1,
35399187,accessory,1,1,,1,1,,
35399187,accessory,4,1,,1,1,,
35399189,accessory,1,1,,1,1,,
35399189,accessory,4,1,,1,1,,
35399193,accessory,1,1,,1,,1,
35399193,accessory,3,1,,1,,1,
35399204,accessory,1,1,,,1,1,
35399204,accessory,2,1,,,1,1,
35399205,accessory,1,1,,,,1,
35399205,accessory,2,1,,,,1,
35399205,accessory,3,1,,,,1,
35399218,core,1,2,,1,1,1,
35399223,accessory,1,1,,1,,1,
35399223,accessory,3,1,,1,,1,
35399240,accessory,1,1,,,1,,
35399240,accessory,2,1,,,1,,
35399240,accessory,4,1,,,1,,
35399243,accessory,2,1,1,,,,
35399243,accessory,3,1,1,,,,
35399243,accessory,4,1,1,,,,
35399244,core,1,2,,1,1,1,
35399245,core,2,2,1,,1,1,
35399257,accessory,1,1,,1,,1,
35399257,accessory,3,1,,1,,1,
35399264,accessory,1,1,,,,1,
35399264,accessory,2,1,,,,1,
35399264,accessory,3,1,,,,1,
35399268,accessory,1,1,,1,1,,
35399268,accessory,4,1,,1,1,,
35399269,accessory,1,1,,,1,1,
35399269,accessory,2,1,,,1,1,
35399275,accessory,2,1,1,,,,
35399275,accessory,3,1,1,,,,
35399275,accessory,4,1,1,,,,
35399278,accessory,1,1,,1,,1,
35399278,accessory,3,1,,1,,1,
35399286,accessory,1,1,,1,1,,
35399286,accessory,4,1,,1,1,,
35399290,core,2,2,1,,1,,
35399290,core,4,2,1,,1,,
35399292,accessory,3,2,1,1,,2,
35399301,accessory,1,1,,1,1,,
35399301,accessory,4,1,,1,1,,
35399308,accessory,1,1,,1,,1,
35399308,accessory,3,1,,1,,1,
35399333,accessory,1,1,,,,1,
35399333,accessory,2,1,,,,1,
35399333,accessory,3,1,,,,1,
35399334,accessory,1,1,,,1,,
35399334,accessory,2,1,,,1,,
35399334,accessory,4,1,,,1,,
35399335,accessory,1,1,,1,,1,
35399335,accessory,3,1,,1,,1,
35399342,core,3,2,1,1,,1,
35399344,accessory,1,1,,1,,1,
35399344,accessory,3,1,,1,,1,
35399346,accessory,1,1,,,,1,
35399346,accessory,2,1,,,,1,
35399346,accessory,3,1,,,,1,
35399347,accessory,3,2,1,2,,2,
35399349,accessory,1,1,,,1,1,
35399349,accessory,2,1,,,1,1,
35399358,accessory,1,1,,1,,1,
35399358,accessory,3,1,,1,,1,
35399362,accessory,1,1,,1,,1,
35399362,accessory,3,1,,1,,1,
35399371,core,1,2,,1,,,
35399371,core,3,2,,1,,,
35399371,core,4,2,,1,,,
35399376,accessory,1,1,,1,1,,
35399376,accessory,4,1,,1,1,,
35399383,accessory,1,1,,,1,,
35399383,accessory,2,1,,,1,,
35399383,accessory,4,1,,,1,,
35399392,core,1,2,,1,1,1,
35399397,accessory,1,1,,,1,1,
35399397,accessory,2,1,,,1,1,
35399404,accessory,1,1,,1,1,,
35399404,accessory,4,1,,1,1,,
35399420,accessory,2,1,1,,,,
35399420,accessory,3,1,1,,,,
35399420,accessory,4,1,1,,,,
35399421,accessory,1,1,,1,1,,
35399421,accessory,4,1,,1,1,,
35399428,accessory,1,1,,1,1,,
35399428,accessory,4,1,,1,1,,
35399429,accessory,2,1,1,,,,
35399429,accessory,3,1,1,,,,
35399429,accessory,4,1,1,,,,
35399430,accessory,1,1,,1,1,,
35399430,accessory,4,1,,1,1,,
35399445,accessory,1,1,,,1,1,
35399445,accessory,2,1,,,1,1,
35399448,accessory,1,1,,,1,1,
35399448,accessory,2,1,,,1,1,
35399463,accessory,1,1,,,,1,
35399463,accessory,2,1,,,,1,
35399463,accessory,3,1,,,,1,
35399470,accessory,1,2,,2,,2,
35399470,accessory,3,2,,2,,2,
35399471,accessory,1,1,,,,1,
35399471,accessory,2,1,,,,1,
35399471,accessory,3,1,,,,1,
35399484,accessory,1,1,,,1,1,
35399484,accessory,2,1,,,1,1,
35399495,accessory,1,1,,1,,1,
35399495,accessory,3,1,,1,,1,
35399498,accessory,1,1,,1,,1,
35399498,accessory,3,1,,1,,1,
35399502,core,3,2,1,1,,1,
35399507,core,3,2,1,1,,1,
35399509,accessory,1,1,,,1,,
35399509,accessory,2,1,,,1,,
35399509,accessory,4,1,,,1,,
35399513,accessory,1,1,,,1,,
35399513,accessory,2,1,,,1,,
35399513,accessory,4,1,,,1,,
35399519,accessory,2,2,2,,,,
35399519,accessory,3,2,2,,,,
35399519,accessory,4,2,2,,,,
35399522,accessory,1,1,,,1,1,
35399522,accessory,2,1,,,1,1,
35399528,accessory,1,1,,1,,,
35399528,accessory,3,1,,1,,,
35399528,accessory,4,1,,1,,,
35399531,accessory,1,1,,1,,1,
35399531,accessory,3,1,,1,,1,
35399535,accessory,1,1,,,,1,
35399535,accessory,2,1,,,,1,
35399535,accessory,3,1,,,,1,
35399538,accessory,1,1,,,1,1,
35399538,accessory,2,1,,,1,1,
35399551,accessory,1,1,,,,1,
35399551,accessory,2,1,,,,1,
35399551,accessory,3,1,,,,1,
35399552,accessory,1,1,,1,1,,
35399552,accessory,4,1,,1,1,,
35399554,accessory,1,2,,2,,2,
35399554,accessory,3,2,,2,,2,
35399556,accessory,1,1,,1,,1,
35399556,accessory,3,1,,1,,1,
35399558,accessory,1,1,,1,,1,
35399558,accessory,3,1,,1,,1,
35399562,accessory,2,1,1,,,,
35399562,accessory,3,1,1,,,,
35399562,accessory,4,1,1,,,,
35399563,accessory,2,1,1,,,,
35399563,accessory,3,1,1,,,,
35399563,accessory,4,1,1,,,,
35399564,accessory,1,2,,2,1,2,
35399566,accessory,1,1,,1,,1,
35399566,accessory,3,1,,1,,1,
35399568,accessory,1,1,,,1,,
35399568,accessory,2,1,,,1,,
35399568,accessory,4,1,,,1,,
35399571,accessory,1,1,,1,,1,
35399571,accessory,3,1,,1,,1,
35399582,accessory,1,1,,,1,,
35399582,accessory,2,1,,,1,,
35399582,accessory,4,1,,,1,,
35399583,core,3,2,1,1,,1,
35399584,accessory,2,1,1,,,,
35399584,accessory,3,1,1,,,,
35399584,accessory,4,1,1,,,,
35399588,accessory,1,1,,1,,1,
35399588,accessory,3,1,,1,,1,
35399590,accessory,1,1,,1,,,
35399590,accessory,3,1,,1,,,
35399590,accessory,4,1,,1,,,
35399592,core,3,2,1,1,,1,
35399597,accessory,1,1,,,1,,
35399597,accessory,2,1,,,1,,
35399597,accessory,4,1,,,1,,
35399603,accessory,1,1,,1,,1,
35399603,accessory,3,1,,1,,1,
35399606,accessory,1,1,,1,,,
35399606,accessory,3,1,,1,,,
35399606,accessory,4,1,,1,,,
35399609,accessory,1,1,,1,,1,
35399609,accessory,3,1,,1,,1,
35399614,accessory,1,1,,,1,,
35399614,accessory,2,1,,,1,,
35399614,accessory,4,1,,,1,,
35399621,accessory,1,1,,1,,,
35399621,accessory,3,1,,1,,,
35399621,accessory,4,1,,1,,,
35399637,accessory,3,1,1,1,,,
35399637,accessory,4,1,1,1,,,
35399652,accessory,2,1,1,,,,
35399652,accessory,3,1,1,,,,
35399652,accessory,4,1,1,,,,
35399655,core,1,2,,1,1,1,
35399667,accessory,1,1,,,1,1,
35399667,accessory,2,1,,,1,1,
35399669,accessory,1,1,,1,,,
35399669,accessory,3,1,,1,,,
35399669,accessory,4,1,,1,,,
35399670,core,2,2,1,,,,
35399670,core,3,2,1,,,,
35399670,core,4,2,1,,,,
35399672,accessory,2,1,1,,,,
35399672,accessory,3,1,1,,,,
35399672,accessory,4,1,1,,,,
35399673,accessory,1,1,,1,,,
35399673,accessory,3,1,,1,,,
35399673,accessory,4,1,,1,,,
35399674,accessory,1,1,,1,,,
35399674,accessory,3,1,,1,,,
35399674,accessory,4,1,,1,,,
35399675,accessory,1,1,,1,,1,
35399675,accessory,3,1,,1,,1,
35399690,accessory,1,1,,,1,1,
35399690,accessory,2,1,,,1,1,
35399695,accessory,1,1,,,1,,
35399695,accessory,2,1,,,1,,
35399695,accessory,4,1,,,1,,
35399696,accessory,2,1,1,,,,
35399696,accessory,3,1,1,,,,
35399696,accessory,4,1,1,,,,
35399707,accessory,1,1,,1,,1,
35399707,accessory,3,1,,1,,1,
35399708,accessory,1,1,,,,1,
35399708,accessory,2,1,,,,1,
35399708,accessory,3,1,,,,1,
35399712,accessory,1,1,,1,,1,
35399712,accessory,3,1,,1,,1,
35399714,core,1,2,,,1,,
35399714,core,2,2,,,1,,
35399714,core,4,2,,,1,,
35399716,accessory,1,1,,,1,1,
35399716,accessory,2,1,,,1,1,
35399718,accessory,1,1,,,1,1,
35399718,accessory,2,1,,,1,1,
35399720,core,2,2,1,,1,,
35399720,core,4,2,1,,1,,
35399723,core,2,2,1,,1,1,
35399724,accessory,3,2,2,2,,1,
35399725,accessory,1,2,,1,2,1,
35399729,accessory,2,2,2,,1,,
35399729,accessory,4,2,2,,1,,
35399730,accessory,1,1,,1,,1,
35399730,accessory,3,1,,1,,1,
35399731,accessory,1,2,,2,,,
35399731,accessory,3,2,,2,,,
35399731,accessory,4,2,,2,,,
35399733,accessory,1,1,,1,,1,
35399733,accessory,3,1,,1,,1,
35399735,accessory,1,1,,1,,1,
35399735,accessory,3,1,,1,,1,
35399751,accessory,1,1,,1,,1,
35399751,accessory,3,1,,1,,1,
35399757,accessory,2,2,1,,1,2,
35399759,accessory,1,1,,,1,,
35399759,accessory,2,1,,,1,,
35399759,accessory,4,1,,,1,,
35399760,accessory,1,1,,,1,,
35399760,accessory,2,1,,,1,,
35399760,accessory,4,1,,,1,,
35399761,accessory,1,1,,1,,1,
35399761,accessory,3,1,,1,,1,
35399764,accessory,1,1,,1,,1,
35399764,accessory,3,1,,1,,1,
35399765,accessory,1,1,,1,,1,
35399765,accessory,3,1,,1,,1,
35399766,accessory,2,1,1,,1,,
35399766,accessory,4,1,1,,1,,
35399774,accessory,1,1,,1,,1,
35399774,accessory,3,1,,1,,1,
35399779,accessory,2,1,1,,,,
35399779,accessory,3,1,1,,,,
35399779,accessory,4,1,1,,,,
35399787,accessory,2,1,1,,,,
35399787,accessory,3,1,1,,,,
35399787,accessory,4,1,1,,,,
35399800,core,2,2,1,,1,,
35399800,core,4,2,1,,1,,
35399801,accessory,1,1,,,1,1,
35399801,accessory,2,1,,,1,1,
35399806,accessory,2,1,1,,,,
35399806,accessory,3,1,1,,,,
35399806,accessory,4,1,1,,,,
35399807,accessory,2,1,1,,,1,
35399807,accessory,3,1,1,,,1,
35399809,accessory,1,1,,1,,,
35399809,accessory,3,1,,1,,,
35399809,accessory,4,1,,1,,,
35399814,accessory,1,1,,,1,,
35399814,accessory,2,1,,,1,,
35399814,accessory,4,1,,,1,,
35399816,core,1,2,,1,1,1,
35399825,accessory,1,1,,,1,1,
35399825,accessory,2,1,,,1,1,
35399839,accessory,1,1,,1,1,,
35399839,accessory,4,1,,1,1,,
35399840,accessory,2,1,1,,,1,
35399840,accessory,3,1,1,,,1,
35399843,accessory,1,1,,1,1,,
35399843,accessory,4,1,,1,1,,
35399844,accessory,1,1,,,1,,
35399844,accessory,2,1,,,1,,
35399844,accessory,4,1,,,1,,
35399848,accessory,1,1,,1,1,,
35399848,accessory,4,1,,1,1,,
35399849,accessory,2,1,1,,1,,
35399849,accessory,4,1,1,,1,,
35399861,accessory,1,1,,,,1,
35399861,accessory,2,1,,,,1,
35399861,accessory,3,1,,,,1,
35399862,accessory,1,1,,,,1,
35399862,accessory,2,1,,,,1,
35399862,accessory,3,1,,,,1,
35399877,accessory,1,1,,1,,,
35399877,accessory,3,1,,1,,,
35399877,accessory,4,1,,1,,,
35399879,accessory,1,1,,1,,,
35399879,accessory,3,1,,1,,,
35399879,accessory,4,1,,1,,,
35399881,accessory,1,2,,1,2,1,
35399887,accessory,1,1,,,1,1,
35399887,accessory,2,1,,,1,1,
35399888,accessory,1,1,,1,1,,
35399888,accessory,4,1,,1,1,,
35399904,accessory,1,1,,1,,1,
35399904,accessory,3,1,,1,,1,
35399907,accessory,1,1,,1,,1,
35399907,accessory,3,1,,1,,1,
35399932,accessory,1,1,,,1,,
35399932,accessory,2,1,,,1,,
35399932,accessory,4,1,,,1,,
35399939,accessory,1,1,,1,1,,
35399939,accessory,4,1,,1,1,,
35399950,accessory,1,1,,1,,1,
35399950,accessory,3,1,,1,,1,
35399951,accessory,1,1,,1,,1,
35399951,accessory,3,1,,1,,1,
35399953,accessory,1,1,,1,1,,
35399953,accessory,4,1,,1,1,,
35399958,accessory,1,1,,1,,,
35399958,accessory,3,1,,1,,,
35399958,accessory,4,1,,1,,,
35399959,accessory,2,1,1,,,1,
35399959,accessory,3,1,1,,,1,
35399960,accessory,2,1,1,,,1,
35399960,accessory,3,1,1,,,1,
35399961,accessory,1,1,,1,1,,
35399961,accessory,4,1,,1,1,,
35399976,accessory,1,2,,1,1,2,
35399977,accessory,1,1,,1,,,
35399977,accessory,3,1,,1,,,
35399977,accessory,4,1,,1,,,
35399979,accessory,1,2,,1,1,2,
35399982,accessory,1,1,,1,,,
35399982,accessory,3,1,,1,,,
35399982,accessory,4,1,,1,,,
35399985,core,1,2,,1,1,1,
35399986,core,3,2,1,1,,1,
35399987,accessory,3,2,2,1,,1,
35399996,accessory,1,2,,2,1,1,
35399999,accessory,1,1,,1,,1,
35399999,accessory,3,1,,1,,1,
35400002,accessory,2,1,1,,,,
35400002,accessory,3,1,1,,,,
35400002,accessory,4,1,1,,,,
35400004,accessory,4,2,1,2,2,,
35400005,accessory,1,1,,1,,,
35400005,accessory,3,1,,1,,,
35400005,accessory,4,1,,1,,,
35400011,accessory,1,1,,1,,,
35400011,accessory,3,1,,1,,,
35400011,accessory,4,1,,1,,,
35400018,accessory,1,1,,1,,,
35400018,accessory,3,1,,1,,,
35400018,accessory,4,1,,1,,,
35400019,accessory,1,1,,1,,,
35400019,accessory,3,1,,1,,,
35400019,accessory,4,1,,1,,,
35400029,accessory,1,2,,1,1,2,
35400035,accessory,1,1,,1,,,
35400035,accessory,3,1,,1,,,
35400035,accessory,4,1,,1,,,
35400036,accessory,4,2,2,1,2,,
35400042,accessory,1,1,,1,,1,
35400042,accessory,3,1,,1,,1,
35400058,accessory,1,1,,1,,1,
35400058,accessory,3,1,,1,,1,
35400066,accessory,1,1,,,1,1,
35400066,accessory,2,1,,,1,1,
35400067,accessory,2,3,2,,3,2,
35400068,accessory,1,1,,,,1,
35400068,accessory,2,1,,,,1,
35400068,accessory,3,1,,,,1,
35400069,accessory,1,1,,1,,1,
35400069,accessory,3,1,,1,,1,
35400071,accessory,1,1,,1,,1,
35400071,accessory,3,1,,1,,1,
35400083,accessory,1,1,,1,,1,
35400083,accessory,3,1,,1,,1,
35400087,accessory,1,1,,1,1,,
35400087,accessory,4,1,,1,1,,
35400097,core,4,2,1,1,1,,
35400098,accessory,2,1,1,,,,
35400098,accessory,3,1,1,,,,
35400098,accessory,4,1,1,,,,
35400099,accessory,2,1,1,,,,
35400099,accessory,3,1,1,,,,
35400099,accessory,4,1,1,,,,
35400101,accessory,2,1,1,,,,
35400101,accessory,3,1,1,,,,
35400101,accessory,4,1,1,,,,
35400102,accessory,1,1,,1,,1,
35400102,accessory,3,1,,1,,1,
35400103,accessory,2,1,1,,1,,
35400103,accessory,4,1,1,,1,,
35400108,accessory,1,1,,1,,1,
35400108,accessory,3,1,,1,,1,
35400111,accessory,1,1,,1,,1,
35400111,accessory,3,1,,1,,1,
35400128,accessory,2,1,1,,1,,
35400128,accessory,4,1,1,,1,,
35400131,accessory,1,1,,1,1,,
35400131,accessory,4,1,,1,1,,
35400132,accessory,2,1,1,,,1,
35400132,accessory,3,1,1,,,1,
35400139,accessory,1,1,,,,1,
35400139,accessory,2,1,,,,1,
35400139,accessory,3,1,,,,1,
35400144,accessory,1,1,,1,,,
35400144,accessory,3,1,,1,,,
35400144,accessory,4,1,,1,,,
35400148,accessory,1,1,,,,1,
35400148,accessory,2,1,,,,1,
35400148,accessory,3,1,,,,1,
35400167,accessory,1,1,,,,1,
35400167,accessory,2,1,,,,1,
35400167,accessory,3,1,,,,1,
35400170,accessory,1,1,,,1,1,
35400170,accessory,2,1,,,1,1,
35400172,accessory,1,1,,,1,1,
35400172,accessory,2,1,,,1,1,
35400173,accessory,1,1,,,1,1,
35400173,accessory,2,1,,,1,1,
35400175,accessory,1,1,,,,1,
35400175,accessory,2,1,,,,1,
35400175,accessory,3,1,,,,1,
35400177,accessory,1,1,,,1,1,
35400177,accessory,2,1,,,1,1,
35400180,accessory,1,1,,,1,,
35400180,accessory,2,1,,,1,,
35400180,accessory,4,1,,,1,,
35400192,accessory,2,4,4,,3,,
35400192,accessory,4,4,4,,3,,
35400193,accessory,2,4,4,,2,1,
35400194,accessory,4,2,2,1,1,,
35400195,accessory,3,2,2,1,,2,
35400196,accessory,1,1,,,1,,
35400196,accessory,2,1,,,1,,
35400196,accessory,4,1,,,1,,
35400197,accessory,1,1,,,1,,
35400197,accessory,2,1,,,1,,
35400197,accessory,4,1,,,1,,
35400198,accessory,1,1,,1,,1,
35400198,accessory,3,1,,1,,1,
35400199,accessory,3,1,1,1,,,
35400199,accessory,4,1,1,1,,,
35400200,accessory,2,1,1,,,1,
35400200,accessory,3,1,1,,,1,
35400208,accessory,1,1,,1,,,
35400208,accessory,3,1,,1,,,
35400208,accessory,4,1,,1,,,
35400211,accessory,1,1,,1,,1,
35400211,accessory,3,1,,1,,1,
35400212,core,3,2,1,1,,1,
35400214,accessory,1,1,,1,,1,
35400214,accessory,3,1,,1,,1,
35400215,core,2,2,1,,1,,
35400215,core,4,2,1,,1,,
35400219,core,1,2,,,,1,
35400219,core,2,2,,,,1,
35400219,core,3,2,,,,1,
35400229,accessory,1,1,,,,1,
35400229,accessory,2,1,,,,1,
35400229,accessory,3,1,,,,1,
35400235,accessory,1,1,,,,1,
35400235,accessory,2,1,,,,1,
35400235,accessory,3,1,,,,1,
35400244,accessory,1,2,,1,2,2,
35400246,accessory,1,1,,,1,1,
35400246,accessory,2,1,,,1,1,
35400253,accessory,1,1,,,1,1,
35400253,accessory,2,1,,,1,1,
35400256,accessory,1,1,,,1,,
35400256,accessory,2,1,,,1,,
35400256,accessory,4,1,,,1,,
35400260,accessory,1,1,,,1,1,
35400260,accessory,2,1,,,1,1,
35400265,accessory,1,1,,,1,1,
35400265,accessory,2,1,,,1,1,
35400282,accessory,1,1,,,,1,
35400282,accessory,2,1,,,,1,
35400282,accessory,3,1,,,,1,
35400284,accessory,1,2,,1,1,2,
35400285,accessory,1,1,,,1,1,
35400285,accessory,2,1,,,1,1,
35400299,accessory,1,1,,1,1,,
35400299,accessory,4,1,,1,1,,
35400300,accessory,2,1,1,,,1,
35400300,accessory,3,1,1,,,1,
35400307,accessory,1,1,,1,,,
35400307,accessory,3,1,,1,,,
35400307,accessory,4,1,,1,,,
35400310,accessory,1,1,,1,,,
35400310,accessory,3,1,,1,,,
35400310,accessory,4,1,,1,,,
35400313,accessory,1,1,,,1,1,
35400313,accessory,2,1,,,1,1,
35400319,accessory,1,1,,,,1,
35400319,accessory,2,1,,,,1,
35400319,accessory,3,1,,,,1,
35400320,accessory,1,1,,,1,1,
35400320,accessory,2,1,,,1,1,
35400321,accessory,2,2,1,,2,2,
35400324,accessory,1,1,,,1,1,
35400324,accessory,2,1,,,1,1,
35400347,accessory,1,1,,1,1,,
35400347,accessory,4,1,,1,1,,
35400348,accessory,2,1,1,,,1,
35400348,accessory,3,1,1,,,1,
35400350,accessory,1,1,,,,1,
35400350,accessory,2,1,,,,1,
35400350,accessory,3,1,,,,1,
35400351,accessory,1,1,,,,1,
35400351,accessory,2,1,,,,1,
35400351,accessory,3,1,,,,1,
35400352,accessory,1,1,,1,,,
35400352,accessory,3,1,,1,,,
35400352,accessory,4,1,,1,,,
35400354,accessory,1,1,,1,,,
35400354,accessory,3,1,,1,,,
35400354,accessory,4,1,,1,,,
35400358,accessory,1,1,,1,,1,
35400358,accessory,3,1,,1,,1,
35400370,accessory,1,1,,,1,,
35400370,accessory,2,1,,,1,,
35400370,accessory,4,1,,,1,,
35400372,accessory,1,1,,1,1,,
35400372,accessory,4,1,,1,1,,
35400373,accessory,1,1,,1,,,
35400373,accessory,3,1,,1,,,
35400373,accessory,4,1,,1,,,
35400374,accessory,1,1,,,,1,
35400374,accessory,2,1,,,,1,
35400374,accessory,3,1,,,,1,
35400380,accessory,4,2,1,2,1,,
35400397,accessory,1,1,,1,,,
35400397,accessory,3,1,,1,,,
35400397,accessory,4,1,,1,,,
35400398,core,2,2,1,,,1,
35400398,core,3,2,1,,,1,
35400413,core,1,3,,1,1,1,
35400419,accessory,1,1,,,1,,
35400419,accessory,2,1,,,1,,
35400419,accessory,4,1,,,1,,
35400422,core,2,2,1,,,,
35400422,core,3,2,1,,,,
35400422,core,4,2,1,,,,
35400424,accessory,1,1,,,1,1,
35400424,accessory,2,1,,,1,1,
35400426,accessory,1,1,,,,1,
35400426,accessory,2,1,,,,1,
35400426,accessory,3,1,,,,1,
35400445,core,1,2,,1,1,1,
35400449,accessory,1,1,,,1,1,
35400449,accessory,2,1,,,1,1,
35400453,accessory,1,1,,,,1,
35400453,accessory,2,1,,,,1,
35400453,accessory,3,1,,,,1,
35400463,accessory,1,1,,,,1,
35400463,accessory,2,1,,,,1,
35400463,accessory,3,1,,,,1,
35400467,accessory,1,1,,,1,1,
35400467,accessory,2,1,,,1,1,
35400469,accessory,1,1,,,1,,
35400469,accessory,2,1,,,1,,
35400469,accessory,4,1,,,1,,
35400477,accessory,1,1,,,1,1,
35400477,accessory,2,1,,,1,1,
35400478,accessory,1,1,,,,1,
35400478,accessory,2,1,,,,1,
35400478,accessory,3,1,,,,1,
35400486,accessory,1,1,,1,,1,
35400486,accessory,3,1,,1,,1,
35400487,accessory,1,1,,,,1,
35400487,accessory,2,1,,,,1,
35400487,accessory,3,1,,,,1,
35400507,accessory,1,1,,1,,1,
35400507,accessory,3,1,,1,,1,
35400510,accessory,1,1,,,1,,
35400510,accessory,2,1,,,1,,
35400510,accessory,4,1,,,1,,
35400513,core,1,2,,1,,1,
35400513,core,3,2,,1,,1,
35400523,accessory,1,1,,1,,,
35400523,accessory,3,1,,1,,,
35400523,accessory,4,1,,1,,,
35400524,accessory,2,1,1,,1,,
35400524,accessory,4,1,1,,1,,
35400525,accessory,2,1,1,,1,,
35400525,accessory,4,1,1,,1,,
35400533,accessory,1,1,,,1,,
35400533,accessory,2,1,,,1,,
35400533,accessory,4,1,,,1,,
35400540,core,1,2,,1,1,1,
35400549,core,4,2,1,1,1,,
35400550,accessory,2,2,2,,1,1,
35400555,core,1,2,,1,,1,
35400555,core,3,2,,1,,1,
35400556,accessory,1,1,,,,1,
35400556,accessory,2,1,,,,1,
35400556,accessory,3,1,,,,1,
35400558,accessory,3,2,1,1,,2,
35400561,accessory,1,1,,1,1,,
35400561,accessory,4,1,,1,1,,
35400563,accessory,1,1,,,1,,
35400563,accessory,2,1,,,1,,
35400563,accessory,4,1,,,1,,
35400565,accessory,1,1,,1,,,
35400565,accessory,3,1,,1,,,
35400565,accessory,4,1,,1,,,
35400569,accessory,1,1,,1,,,
35400569,accessory,3,1,,1,,,
35400569,accessory,4,1,,1,,,
35400572,accessory,2,1,1,,,,
35400572,accessory,3,1,1,,,,
35400572,accessory,4,1,1,,,,
35400576,core,1,2,,1,1,1,
35400578,accessory,1,1,,,,1,
35400578,accessory,2,1,,,,1,
35400578,accessory,3,1,,,,1,
35400579,accessory,1,1,,,,1,
35400579,accessory,2,1,,,,1,
35400579,accessory,3,1,,,,1,
35400587,accessory,2,2,1,,1,2,
35400592,accessory,1,1,,1,1,,
35400592,accessory,4,1,,1,1,,
35400600,accessory,1,1,,,1,1,
35400600,accessory,2,1,,,1,1,
35400606,accessory,1,1,,1,,,
35400606,accessory,3,1,,1,,,
35400606,accessory,4,1,,1,,,
35400607,accessory,3,1,1,1,,,
35400607,accessory,4,1,1,1,,,
35400610,accessory,1,1,,1,1,,
35400610,accessory,4,1,,1,1,,
35400611,accessory,2,1,1,,,1,
35400611,accessory,3,1,1,,,1,
35400625,accessory,1,1,,1,,,
35400625,accessory,3,1,,1,,,
35400625,accessory,4,1,,1,,,
35400626,accessory,2,1,1,,,,
35400626,accessory,3,1,1,,,,
35400626,accessory,4,1,1,,,,
35400628,accessory,2,1,1,,,,
35400628,accessory,3,1,1,,,,
35400628,accessory,4,1,1,,,,
35400629,accessory,2,1,1,,,1,
35400629,accessory,3,1,1,,,1,
35400630,accessory,2,1,1,,1,,
35400630,accessory,4,1,1,,1,,
35400645,accessory,1,1,,1,,1,
35400645,accessory,3,1,,1,,1,
35400654,accessory,2,2,1,,2,1,
35400656,accessory,1,1,,,1,,
