homology_group,1,10,11,12,13,2,3,4,5,6,7,8,9
43601,0,0,0,1,0,0,0,1,0,0,0,0,0
43602,1,1,1,1,0,1,1,1,1,1,1,1,1
43603,1,1,1,1,0,1,1,1,1,1,1,0,1
43604,1,1,1,1,1,1,1,1,1,1,1,1,1
43605,1,1,1,1,1,1,1,1,1,1,1,1,1
43606,1,1,1,1,1,1,1,1,1,1,1,1,1
43607,1,0,0,1,0,0,0,0,1,1,0,0,1
43608,1,1,1,1,1,1,1,1,1,1,1,1,1
43609,1,1,1,1,1,1,1,1,1,1,1,1,1
43610,1,1,1,1,1,1,1,1,1,1,1,1,1
43611,1,1,1,1,1,1,1,1,1,1,1,1,1
43612,1,1,1,1,0,0,1,1,1,0,0,1,0
43613,0,0,1,0,0,1,1,1,0,0,1,0,1
43614,0,1,0,0,0,1,0,1,1,0,1,0,1
43615,0,0,1,1,1,0,0,0,0,0,0,1,0
43616,0,0,1,0,0,0,1,0,0,1,0,0,1
43617,0,0,0,1,1,0,1,0,0,0,0,0,0
43618,0,0,0,0,0,0,0,0,1,1,0,0,0
43619,1,1,1,1,1,1,1,1,1,1,1,1,1
672171,1,1,1,1,1,1,1,1,1,1,1,1,1
672172,1,0,0,0,0,0,0,0,0,0,0,0,0
672173,1,0,0,0,0,0,0,0,0,1,0,0,0
672174,1,0,0,0,0,0,0,0,0,0,0,0,0
672175,1,0,0,0,0,0,0,0,0,0,0,0,0
672176,1,1,1,1,1,1,1,1,1,1,1,1,1
672177,1,1,1,1,1,1,1,1,1,1,1,1,1
672178,1,1,1,1,1,1,1,1,1,1,1,1,1
672179,1,1,1,1,1,1,1,1,1,1,1,1,1
672180,1,1,0,1,0,1,1,1,1,1,1,1,1
672181,1,1,1,1,1,1,1,1,1,1,1,1,1
672182,0,0,1,1,1,1,1,1,1,1,1,1,1
672183,0,1,1,0,1,1,1,1,1,0,1,1,0
672184,0,0,1,0,0,1,1,0,0,1,1,1,0
672185,0,0,0,0,1,0,0,0,1,1,0,0,0
