x,y,Category
10,106851,Dispensable
8,22620,Core
10,114039,Dispensable
7,22727,Core
9,107379,Dispensable
9,105257,Dispensable
8,22063,Core
5,25709,Core
6,71070,Dispensable
7,86599,Dispensable
8,23235,Core
9,108423,Dispensable
10,21951,Core
8,90199,Dispensable
5,24537,Core
4,65928,Dispensable
6,90466,Dispensable
9,101179,Dispensable
6,81858,Dispensable
9,22749,Core
7,24267,Core
9,108754,Dispensable
10,22244,Core
7,86268,Dispensable
8,103289,Dispensable
3,40593,Dispensable
3,49462,Dispensable
8,83195,Dispensable
9,21971,Core
4,25963,Core
4,27869,Core
5,25411,Core
11,110039,Dispensable
9,106500,Dispensable
8,102852,Dispensable
6,69221,Dispensable
7,23044,Core
7,89566,Dispensable
5,24992,Core
8,92089,Dispensable
10,105597,Dispensable
7,75042,Dispensable
5,60623,Dispensable
10,20765,Core
6,78005,Dispensable
8,22073,Core
8,101388,Dispensable
9,101323,Dispensable
8,90442,Dispensable
8,88449,Dispensable
8,101377,Dispensable
8,21746,Core
12,20370,Core
6,24015,Core
9,108743,Dispensable
2,34056,Core
6,68077,Dispensable
8,22874,Core
7,22351,Core
5,24489,Core
9,106721,Dispensable
5,68602,Dispensable
5,26219,Core
3,29290,Core
10,113403,Dispensable
6,22893,Core
6,76214,Dispensable
7,23845,Core
8,94244,Dispensable
4,53106,Dispensable
8,103168,Dispensable
6,25683,Core
9,107368,Dispensable
8,96035,Dispensable
3,50377,Dispensable
10,101519,Dispensable
5,24479,Core
7,91184,Dispensable
7,23835,Core
6,23322,Core
8,102642,Dispensable
7,83863,Dispensable
8,89593,Dispensable
4,50161,Dispensable
9,100830,Dispensable
9,21516,Core
5,61535,Dispensable
8,88692,Dispensable
8,21698,Core
5,23443,Core
8,102565,Dispensable
5,60755,Dispensable
9,106445,Dispensable
7,83742,Dispensable
7,21857,Core
7,90305,Dispensable
9,108357,Dispensable
8,22117,Core
6,24881,Core
4,25939,Core
6,76192,Dispensable
6,69298,Dispensable
8,95255,Dispensable
3,49870,Dispensable
7,22649,Core
8,22049,Core
4,26765,Core
7,76969,Dispensable
6,78093,Dispensable
8,89008,Dispensable
8,89019,Dispensable
9,106566,Dispensable
9,106555,Dispensable
9,21448,Core
5,73154,Dispensable
13,19691,Core
10,104409,Dispensable
8,103455,Dispensable
11,20970,Core
9,105544,Dispensable
3,43803,Dispensable
7,22717,Core
8,21325,Core
5,74176,Dispensable
7,83874,Dispensable
5,70109,Dispensable
7,85665,Dispensable
9,101621,Dispensable
11,21337,Core
7,23475,Core
5,25407,Core
7,95251,Dispensable
2,28105,Dispensable
8,102554,Dispensable
9,108368,Dispensable
7,86654,Dispensable
7,95118,Dispensable
5,24235,Core
8,103565,Dispensable
5,24988,Core
8,103587,Dispensable
8,22922,Core
8,96024,Dispensable
5,81280,Dispensable
7,87687,Dispensable
8,92310,Dispensable
8,101543,Dispensable
8,89461,Dispensable
5,74055,Dispensable
9,107335,Dispensable
6,83649,Dispensable
10,101508,Dispensable
8,93343,Dispensable
7,82863,Dispensable
12,122729,Dispensable
10,21082,Core
9,23134,Core
5,26233,Core
7,94361,Dispensable
5,75066,Dispensable
10,113006,Dispensable
4,52051,Dispensable
5,71109,Dispensable
7,94791,Dispensable
5,24615,Core
5,74187,Dispensable
6,24090,Core
8,101686,Dispensable
7,97019,Dispensable
10,102299,Dispensable
5,71264,Dispensable
8,79676,Dispensable
7,95262,Dispensable
10,21150,Core
8,102543,Dispensable
8,22572,Core
10,115039,Dispensable
7,96394,Dispensable
7,97174,Dispensable
7,75925,Dispensable
7,88489,Dispensable
9,21170,Core
4,26012,Core
9,100742,Dispensable
7,23543,Core
6,23702,Core
6,81748,Dispensable
10,112116,Dispensable
11,105510,Dispensable
7,96129,Dispensable
9,106577,Dispensable
8,95233,Dispensable
7,89456,Dispensable
8,78665,Dispensable
7,25093,Core
7,97295,Dispensable
10,100387,Dispensable
8,103444,Dispensable
8,24492,Core
9,89156,Dispensable
7,95681,Dispensable
8,24115,Core
9,105522,Dispensable
6,71004,Dispensable
6,70224,Dispensable
9,107467,Dispensable
6,23196,Core
8,92200,Dispensable
10,21130,Core
5,25041,Core
11,107422,Dispensable
9,21591,Core
6,23634,Core
4,27136,Core
10,22010,Core
11,104620,Dispensable
5,26165,Core
7,23523,Core
8,100686,Dispensable
6,70103,Dispensable
7,88566,Dispensable
7,75914,Dispensable
8,24560,Core
5,75077,Dispensable
12,20424,Core
8,92321,Dispensable
5,68801,Dispensable
7,87676,Dispensable
8,101532,Dispensable
7,97582,Dispensable
7,22669,Core
5,63557,Dispensable
11,20966,Core
7,81841,Dispensable
11,104741,Dispensable
8,89472,Dispensable
5,26956,Core
6,67375,Dispensable
8,93332,Dispensable
7,22228,Core
8,22121,Core
9,21150,Core
4,28006,Core
5,59906,Dispensable
7,22663,Core
6,25262,Core
11,105377,Dispensable
3,50355,Dispensable
5,24968,Core
10,101497,Dispensable
9,22030,Core
11,22201,Core
4,26022,Core
8,23744,Core
8,22494,Core
8,96101,Dispensable
8,82437,Dispensable
5,70650,Dispensable
6,68353,Dispensable
10,102398,Dispensable
10,21068,Core
5,70540,Dispensable
8,83206,Dispensable
6,87749,Dispensable
8,81426,Dispensable
10,92111,Dispensable
6,24080,Core
13,126775,Dispensable
8,95200,Dispensable
11,22075,Core
13,126786,Dispensable
11,110017,Dispensable
4,71932,Dispensable
5,73187,Dispensable
6,25194,Core
6,68232,Dispensable
