x,y,Category
6,25252,Core
6,25310,Core
7,33628,Accessory
5,37171,Unique
6,40711,Unique
7,39745,Unique
10,45833,Unique
6,40548,Unique
7,42261,Unique
6,30626,Accessory
7,34111,Accessory
6,30212,Accessory
5,24906,Accessory
7,38935,Unique
5,25172,Accessory
6,40204,Unique
8,24475,Core
5,25145,Accessory
7,34345,Accessory
7,39952,Unique
7,34670,Accessory
5,26949,Core
7,35716,Accessory
4,18234,Accessory
5,23535,Accessory
8,23734,Core
5,27042,Core
5,35551,Unique
10,45672,Accessory
11,22211,Core
6,30446,Accessory
9,43039,Unique
7,39701,Unique
7,41495,Unique
5,33517,Unique
9,22773,Core
7,34165,Accessory
6,26071,Core
7,33926,Accessory
8,40092,Unique
6,30896,Accessory
3,30102,Core
5,25366,Core
6,24151,Core
10,45975,Unique
7,34746,Accessory
6,26173,Core
10,46741,Unique
9,42396,Accessory
5,35172,Unique
7,39136,Unique
5,25266,Accessory
6,25815,Core
6,29891,Accessory
6,24765,Core
8,24339,Core
7,25572,Core
5,25614,Accessory
6,29977,Accessory
10,45983,Accessory
7,35351,Accessory
6,23997,Core
3,33130,Unique
10,42862,Unique
5,25605,Accessory
7,34737,Accessory
5,34511,Unique
6,36163,Unique
6,25890,Core
11,21904,Core
6,35760,Unique
6,29968,Accessory
7,24043,Core
6,25978,Core
8,39453,Accessory
7,34260,Accessory
7,42379,Unique
6,24117,Core
6,26010,Core
4,20064,Accessory
5,26491,Core
6,30635,Accessory
7,41476,Unique
6,29959,Accessory
11,21945,Core
4,19397,Accessory
8,23408,Core
5,35425,Unique
7,24481,Core
8,38362,Accessory
9,23497,Core
4,19136,Accessory
6,38873,Unique
8,23248,Core
7,37997,Unique
4,28546,Core
6,29707,Accessory
5,25884,Accessory
3,27601,Core
6,29368,Accessory
8,38101,Accessory
9,44735,Unique
8,40768,Unique
7,38763,Unique
9,43969,Unique
7,25782,Core
5,26895,Core
7,35342,Accessory
9,44482,Unique
5,38538,Unique
7,41674,Unique
3,11783,Accessory
5,35955,Unique
3,11522,Accessory
8,41034,Unique
4,18802,Accessory
6,24433,Core
2,34392,Core
4,33608,Unique
5,36809,Unique
6,38675,Unique
9,22882,Core
7,24722,Core
5,25560,Core
9,23562,Core
8,24777,Core
7,25748,Core
8,42769,Unique
8,24163,Core
4,31612,Unique
7,40334,Unique
7,40790,Unique
5,25488,Core
4,28020,Core
6,25921,Core
7,41976,Unique
7,34251,Accessory
7,36608,Unique
7,34521,Accessory
7,23591,Core
3,29849,Core
6,28868,Accessory
9,45094,Unique
6,24086,Core
7,34728,Accessory
6,24925,Core
10,22546,Core
6,39078,Unique
7,40741,Unique
5,33492,Unique
6,37761,Unique
7,33646,Accessory
8,38839,Accessory
9,41473,Unique
9,41801,Accessory
5,27171,Core
10,45731,Accessory
4,32545,Unique
3,11729,Accessory
8,24743,Core
5,25127,Accessory
6,24993,Core
5,25115,Core
5,24873,Core
8,22861,Core
7,39166,Unique
5,35370,Unique
4,17833,Accessory
10,45494,Unique
4,18811,Accessory
11,44600,Unique
4,31909,Unique
8,38709,Accessory
8,38344,Accessory
6,25418,Core
4,19145,Accessory
7,33777,Accessory
5,37371,Unique
11,49346,Accessory
4,28142,Core
10,46260,Unique
6,25680,Core
8,41971,Unique
9,45396,Unique
8,42404,Unique
8,38488,Unique
5,35018,Unique
8,38641,Accessory
9,44839,Unique
6,29377,Accessory
9,42874,Accessory
9,22807,Core
7,23832,Core
7,37893,Unique
7,39419,Unique
6,38824,Unique
6,30140,Accessory
3,27353,Core
5,33652,Unique
7,39771,Unique
7,35567,Accessory
5,25744,Accessory
6,35408,Unique
7,34791,Accessory
9,42613,Accessory
4,19415,Accessory
8,42934,Unique
8,42151,Unique
6,37528,Unique
5,35548,Unique
10,46106,Unique
3,27536,Core
6,24620,Core
6,24894,Core
6,39971,Unique
8,23911,Core
6,38780,Unique
10,45600,Accessory
7,40136,Unique
8,23693,Core
6,25014,Core
11,22034,Core
4,19614,Accessory
4,33311,Unique
7,24413,Core
7,41039,Unique
6,25113,Core
6,24952,Core
8,39268,Unique
7,37904,Unique
6,30104,Accessory
4,27866,Core
5,34843,Unique
8,23072,Core
7,34467,Accessory
5,25050,Accessory
10,43672,Unique
2,28588,Unique
4,18315,Accessory
7,24817,Core
6,30157,Accessory
7,24950,Core
7,34530,Accessory
7,41569,Unique
8,42646,Unique
6,29152,Accessory
4,34165,Unique
5,37217,Unique
7,33507,Accessory
4,33399,Unique
6,40604,Unique
5,24670,Core
7,34381,Accessory
5,25397,Accessory
5,27144,Core
7,39998,Unique
8,43640,Unique
5,34362,Unique
6,29170,Accessory
6,40104,Unique
5,25136,Accessory
7,34259,Accessory
7,39573,Unique
6,37921,Unique
7,23421,Core
9,45594,Unique
9,44205,Unique
8,38483,Accessory
7,24084,Core
4,28821,Core
8,39096,Accessory
10,46831,Accessory
5,25526,Core
7,25450,Core
7,39622,Unique
7,41051,Unique
7,23825,Core
9,24258,Core
9,42629,Unique
5,26423,Core
6,40295,Unique
6,36009,Unique
7,38758,Unique
9,44784,Unique
5,25190,Core
6,25007,Core
4,27924,Core
5,33547,Unique
6,25452,Core
6,24555,Core
8,41836,Unique
3,27529,Core
6,26067,Core
7,39617,Unique
6,40197,Unique
8,37784,Accessory
4,33460,Unique
8,22990,Core
4,19005,Accessory
8,38353,Accessory
3,30468,Core
8,40928,Unique
7,39905,Unique
8,23004,Core
10,45739,Accessory
7,25096,Core
5,27038,Core
7,38807,Unique
7,35220,Accessory
4,26402,Core
7,23584,Core
4,32268,Unique
9,22940,Core
4,35177,Unique
10,45852,Unique
5,24166,Accessory
7,33691,Accessory
6,38120,Unique
8,23110,Core
4,19190,Accessory
9,42153,Accessory
6,37970,Unique
7,34607,Accessory
7,39666,Unique
10,44056,Unique
8,38831,Accessory
10,46353,Accessory
5,25431,Core
5,24297,Accessory
3,31147,Unique
5,34499,Unique
4,28318,Core
4,31507,Unique
7,34868,Accessory
5,35265,Unique
5,24036,Accessory
8,24170,Core
6,29229,Accessory
9,42684,Accessory
5,37266,Unique
6,24460,Core
7,24885,Core
6,31334,Accessory
7,35697,Accessory
6,25700,Core
5,26515,Core
10,23080,Core
4,33662,Unique
6,30843,Accessory
7,35752,Accessory
7,25755,Core
5,36863,Unique
6,29769,Accessory
6,38059,Unique
4,18455,Accessory
5,35960,Unique
6,25914,Core
3,27597,Core
8,24156,Core
9,23871,Core
9,22589,Core
4,30995,Unique
5,34599,Unique
6,36897,Unique
7,34061,Accessory
7,42163,Unique
3,10768,Accessory
4,19762,Accessory
4,18662,Accessory
5,26464,Core
8,23500,Core
5,34738,Unique
7,23401,Core
8,38163,Accessory
6,26125,Core
4,32303,Unique
5,24924,Accessory
9,43086,Accessory
4,19501,Accessory
7,24101,Core
6,26390,Core
8,23415,Core
6,24002,Core
6,39083,Unique
9,42862,Unique
3,31173,Unique
5,24656,Core
5,23824,Accessory
6,25479,Core
4,27397,Core
7,34597,Accessory
10,45573,Accessory
6,39281,Unique
7,35427,Accessory
7,34129,Accessory
8,38502,Accessory
6,25757,Core
6,28687,Accessory
6,24823,Core
7,24348,Core
10,44254,Unique
4,33692,Unique
7,25630,Core
6,37182,Unique
4,27995,Core
5,33998,Unique
6,26180,Core
7,34400,Accessory
5,25373,Core
5,25587,Core
7,40008,Unique
5,25181,Accessory
9,43044,Unique
8,38699,Accessory
5,33805,Unique
11,47687,Unique
4,32896,Unique
10,45312,Accessory
10,23168,Core
8,43456,Unique
8,40119,Unique
4,27500,Core
7,41783,Unique
8,42725,Unique
8,24594,Core
9,44840,Unique
5,25685,Accessory
9,43191,Unique
3,31949,Unique
5,34985,Unique
5,36561,Unique
