x,y,Category
7,99206,Total
6,67198,Dispensable
6,70164,Dispensable
7,74483,Dispensable
4,52878,Dispensable
5,61959,Dispensable
7,74472,Dispensable
6,24894,Core
8,23911,Core
4,52889,Dispensable
8,105498,Total
5,61733,Dispensable
7,99609,Total
8,23693,Core
6,25014,Core
5,85810,Total
11,22034,Core
7,100492,Total
9,85465,Dispensable
7,24413,Core
9,86901,Dispensable
2,28011,Dispensable
8,102844,Total
9,85476,Dispensable
6,25113,Core
12,101091,Dispensable
6,24952,Core
6,93626,Total
9,108850,Total
8,80249,Dispensable
4,27866,Core
8,82173,Dispensable
8,23072,Core
8,82300,Dispensable
8,82388,Dispensable
7,99156,Total
6,68723,Dispensable
7,76528,Dispensable
7,72113,Dispensable
7,24817,Core
7,24950,Core
7,74583,Dispensable
8,82035,Dispensable
4,52636,Dispensable
10,89305,Dispensable
5,86288,Total
4,78768,Total
5,24670,Core
5,62690,Dispensable
5,61717,Dispensable
6,68987,Dispensable
7,74230,Dispensable
8,104969,Total
5,62590,Dispensable
6,93014,Total
11,118486,Total
7,74130,Dispensable
5,27144,Core
6,69910,Dispensable
7,100315,Total
10,114568,Total
6,94608,Total
7,100054,Total
7,23421,Core
5,62452,Dispensable
8,80238,Dispensable
7,24084,Core
4,28821,Core
6,70257,Dispensable
3,72787,Total
7,98627,Total
9,87128,Dispensable
4,81301,Total
6,93030,Total
7,99501,Total
3,39871,Dispensable
3,72892,Total
5,25526,Core
7,25450,Core
10,113586,Total
4,52978,Dispensable
8,82377,Dispensable
8,103479,Total
7,23825,Core
8,82873,Dispensable
9,24258,Core
7,99489,Total
5,26423,Core
7,74765,Dispensable
7,101034,Total
5,25190,Core
8,82520,Dispensable
5,62187,Dispensable
6,25007,Core
9,107870,Total
8,103987,Total
7,76208,Dispensable
5,85759,Total
4,27924,Core
5,61948,Dispensable
6,67176,Dispensable
6,25452,Core
6,24555,Core
5,85587,Total
8,103881,Total
3,27529,Core
5,60159,Dispensable
6,26067,Core
5,59371,Dispensable
8,103931,Total
3,71311,Total
7,98521,Total
8,22990,Core
6,94713,Total
3,30468,Core
6,68210,Dispensable
8,23004,Core
7,98559,Total
7,72202,Dispensable
6,68645,Dispensable
6,68634,Dispensable
7,25096,Core
5,27038,Core
