x,y,Category
9,85476,Dispensable
6,25113,Core
12,101091,Dispensable
6,24952,Core
8,80249,Dispensable
4,27866,Core
8,82173,Dispensable
8,23072,Core
8,82300,Dispensable
8,82388,Dispensable
6,68723,Dispensable
7,76528,Dispensable
7,72113,Dispensable
7,24817,Core
7,24950,Core
7,74583,Dispensable
8,82035,Dispensable
4,52636,Dispensable
10,89305,Dispensable
5,24670,Core
5,62690,Dispensable
5,61717,Dispensable
6,68987,Dispensable
7,74230,Dispensable
5,62590,Dispensable
7,74130,Dispensable
5,27144,Core
6,69910,Dispensable
7,23421,Core
5,62452,Dispensable
8,80238,Dispensable
7,24084,Core
4,28821,Core
6,70257,Dispensable
9,87128,Dispensable
3,39871,Dispensable
5,25526,Core
7,25450,Core
4,52978,Dispensable
8,82377,Dispensable
7,23825,Core
8,82873,Dispensable
9,24258,Core
5,26423,Core
7,74765,Dispensable
5,25190,Core
8,82520,Dispensable
5,62187,Dispensable
6,25007,Core
7,76208,Dispensable
4,27924,Core
5,61948,Dispensable
6,67176,Dispensable
6,25452,Core
6,24555,Core
3,27529,Core
5,60159,Dispensable
6,26067,Core
5,59371,Dispensable
8,22990,Core
3,30468,Core
6,68210,Dispensable
8,23004,Core
7,72202,Dispensable
6,68645,Dispensable
6,68634,Dispensable
7,25096,Core
5,27038,Core
4,26402,Core
3,40444,Dispensable
4,52216,Dispensable
7,23584,Core
6,70246,Dispensable
9,22940,Core
6,70053,Dispensable
6,68110,Dispensable
8,23110,Core
6,68938,Dispensable
6,69188,Dispensable
9,84911,Dispensable
6,68441,Dispensable
5,25431,Core
4,28318,Core
5,63552,Dispensable
6,68838,Dispensable
8,24170,Core
6,24460,Core
7,24885,Core
7,76108,Dispensable
6,69827,Dispensable
6,25700,Core
5,26515,Core
10,23080,Core
7,25755,Core
6,25914,Core
3,27597,Core
8,24156,Core
9,23871,Core
9,22589,Core
8,80718,Dispensable
8,83757,Dispensable
4,48852,Dispensable
6,67154,Dispensable
5,26464,Core
6,67149,Dispensable
8,23500,Core
7,23401,Core
4,47841,Dispensable
6,26125,Core
5,62778,Dispensable
8,82504,Dispensable
6,67027,Dispensable
6,67038,Dispensable
7,24101,Core
6,26390,Core
8,23415,Core
6,24002,Core
5,59355,Dispensable
5,24656,Core
6,25479,Core
4,27397,Core
7,73704,Dispensable
6,68701,Dispensable
6,25757,Core
8,81509,Dispensable
6,24823,Core
7,24348,Core
4,53956,Dispensable
7,25630,Core
4,27995,Core
6,68921,Dispensable
7,73163,Dispensable
10,92800,Dispensable
7,75710,Dispensable
6,26180,Core
7,75732,Dispensable
5,25373,Core
5,25587,Core
7,73808,Dispensable
6,68943,Dispensable
9,85669,Dispensable
6,68805,Dispensable
8,79412,Dispensable
10,23168,Core
4,27500,Core
6,68027,Dispensable
6,70020,Dispensable
8,24594,Core
9,85641,Dispensable
6,71037,Dispensable
7,73715,Dispensable
6,67016,Dispensable
9,86696,Dispensable
5,25057,Core
5,27151,Core
7,72704,Dispensable
7,25317,Core
6,66160,Dispensable
6,24758,Core
7,25565,Core
8,79218,Dispensable
9,23192,Core
7,75963,Dispensable
6,69734,Dispensable
8,23853,Core
7,24824,Core
7,74070,Dispensable
5,62221,Dispensable
6,70555,Dispensable
8,82642,Dispensable
8,79638,Dispensable
6,68038,Dispensable
6,24945,Core
9,86410,Dispensable
7,24878,Core
8,24791,Core
9,85630,Dispensable
8,80707,Dispensable
9,86454,Dispensable
5,25468,Core
11,96756,Dispensable
6,68176,Dispensable
4,51167,Dispensable
2,28359,Dispensable
7,73152,Dispensable
2,24502,Dispensable
5,59597,Dispensable
6,25849,Core
4,52818,Dispensable
8,23171,Core
6,68954,Dispensable
7,74163,Dispensable
7,73913,Dispensable
6,25544,Core
6,69965,Dispensable
6,26105,Core
6,68005,Dispensable
6,70279,Dispensable
8,81382,Dispensable
6,25493,Core
5,26477,Core
7,74092,Dispensable
6,24803,Core
6,65662,Dispensable
9,23185,Core
7,75870,Dispensable
10,23233,Core
2,28988,Dispensable
3,40377,Dispensable
5,25495,Core
5,61226,Dispensable
4,53818,Dispensable
4,53421,Dispensable
11,96816,Dispensable
6,66684,Dispensable
4,28176,Core
7,23794,Core
9,86978,Dispensable
7,23852,Core
5,59399,Dispensable
5,26960,Core
7,25012,Core
2,28022,Dispensable
4,51249,Dispensable
5,26728,Core
8,24312,Core
5,59388,Dispensable
7,25127,Core
5,59884,Dispensable
6,70533,Dispensable
5,25380,Core
8,82664,Dispensable
7,24793,Core
3,40924,Dispensable
6,24562,Core
4,27513,Core
8,24061,Core
6,24745,Core
5,59642,Dispensable
8,82382,Dispensable
3,40653,Dispensable
4,27951,Core
3,30414,Core
8,24221,Core
10,22241,Core
4,28169,Core
7,71439,Dispensable
7,74489,Dispensable
8,79356,Dispensable
6,65380,Dispensable
4,52652,Dispensable
8,23320,Core
5,25678,Core
10,22298,Core
5,61468,Dispensable
8,22976,Core
6,26601,Core
6,69486,Dispensable
11,96607,Dispensable
2,33553,Core
6,24830,Core
7,71941,Dispensable
7,74196,Dispensable
4,52029,Dispensable
8,24899,Core
4,53663,Dispensable
7,24077,Core
5,62496,Dispensable
4,27310,Core
6,69805,Dispensable
8,81360,Dispensable
5,27296,Core
7,73400,Dispensable
6,26118,Core
7,24406,Core
6,25907,Core
5,26399,Core
6,67436,Dispensable
5,61711,Dispensable
6,70186,Dispensable
5,61700,Dispensable
4,28234,Core
5,25000,Core
3,31220,Core
4,27873,Core
6,67678,Dispensable
7,75974,Dispensable
10,90541,Dispensable
8,23998,Core
7,74081,Dispensable
6,24059,Core
5,62254,Dispensable
4,52249,Dispensable
6,68689,Dispensable
6,68678,Dispensable
5,59862,Dispensable
4,52398,Dispensable
8,79621,Dispensable
5,62485,Dispensable
9,86663,Dispensable
7,72924,Dispensable
7,23889,Core
1,48618,Core
7,24580,Core
7,24233,Core
7,74732,Dispensable
5,59200,Dispensable
7,24050,Core
8,80729,Dispensable
9,22647,Core
7,74963,Dispensable
7,76737,Dispensable
8,24784,Core
4,52641,Dispensable
10,90772,Dispensable
9,84624,Dispensable
6,70302,Dispensable
7,24831,Core
6,68447,Dispensable
6,25021,Core
7,74185,Dispensable
4,52018,Dispensable
4,26707,Core
8,23435,Core
7,73935,Dispensable
8,23262,Core
5,26332,Core
7,24200,Core
7,73428,Dispensable
4,25824,Core
8,79809,Dispensable
7,23781,Core
8,24424,Core
8,79803,Dispensable
8,23058,Core
5,62937,Dispensable
7,75219,Dispensable
9,86172,Dispensable
3,41962,Dispensable
6,24681,Core
7,73770,Dispensable
5,24924,Core
7,73306,Dispensable
11,96358,Dispensable
2,28944,Dispensable
3,43416,Dispensable
5,61276,Dispensable
7,25623,Core
3,43522,Dispensable
6,67645,Dispensable
7,75572,Dispensable
4,28631,Core
7,75450,Dispensable
9,23283,Core
9,24479,Core
7,25324,Core
8,24723,Core
5,59851,Dispensable
7,73439,Dispensable
3,41979,Dispensable
4,51669,Dispensable
7,73550,Dispensable
6,67403,Dispensable
6,67425,Dispensable
9,22563,Core
6,24276,Core
8,83355,Dispensable
6,24307,Core
8,81233,Dispensable
4,55156,Dispensable
7,73317,Dispensable
4,51569,Dispensable
8,23931,Core
5,59504,Dispensable
6,67309,Dispensable
6,24575,Core
6,67993,Dispensable
9,24139,Core
5,26542,Core
5,61485,Dispensable
4,53134,Dispensable
8,81333,Dispensable
7,77341,Dispensable
7,24467,Core
6,24243,Core
5,26769,Core
5,24747,Core
4,28196,Core
4,51310,Dispensable
4,26212,Core
6,25869,Core
5,27222,Core
7,25218,Core
7,73450,Dispensable
4,25793,Core
3,27777,Core
7,24097,Core
5,25241,Core
5,24859,Core
5,61137,Dispensable
7,24396,Core
6,24341,Core
5,62606,Dispensable
9,84470,Dispensable
4,26616,Core
6,65982,Dispensable
6,69336,Dispensable
8,79836,Dispensable
7,73787,Dispensable
3,30122,Core
4,53343,Dispensable
6,65827,Dispensable
7,23675,Core
9,23249,Core
7,73626,Dispensable
8,24214,Core
7,23706,Core
6,69591,Dispensable
7,77352,Dispensable
9,85906,Dispensable
9,22933,Core
8,23123,Core
10,91861,Dispensable
4,28495,Core
5,58051,Dispensable
9,84272,Dispensable
9,24544,Core
9,22634,Core
6,25941,Core
7,25188,Core
9,86139,Dispensable
8,81300,Dispensable
8,23130,Core
9,88278,Dispensable
6,65816,Dispensable
4,52912,Dispensable
8,24685,Core
6,70920,Dispensable
4,51867,Dispensable
8,81266,Dispensable
8,23428,Core
6,25361,Core
10,90050,Dispensable
6,66182,Dispensable
6,25394,Core
6,67110,Dispensable
5,60948,Dispensable
7,71792,Dispensable
8,79616,Dispensable
7,24902,Core
6,69645,Dispensable
4,52901,Dispensable
4,51878,Dispensable
7,75594,Dispensable
9,88283,Dispensable
5,27270,Core
12,100477,Dispensable
7,75417,Dispensable
4,53034,Dispensable
6,67838,Dispensable
7,75241,Dispensable
8,83068,Dispensable
5,59548,Dispensable
6,24178,Core
8,23534,Core
3,29493,Core
9,22661,Core
4,50089,Dispensable
6,67971,Dispensable
11,96689,Dispensable
9,23178,Core
8,82718,Dispensable
9,23276,Core
7,24162,Core
10,22865,Core
9,85602,Dispensable
4,28559,Core
5,61094,Dispensable
5,59409,Dispensable
5,61072,Dispensable
8,22969,Core
9,86465,Dispensable
9,22596,Core
3,38743,Dispensable
7,73637,Dispensable
10,90381,Dispensable
8,23052,Core
7,75776,Dispensable
7,73792,Dispensable
6,24613,Core
7,23740,Core
9,22498,Core
6,67138,Dispensable
7,23343,Core
5,62872,Dispensable
3,43500,Dispensable
5,60937,Dispensable
6,69618,Dispensable
6,69762,Dispensable
5,26267,Core
5,26325,Core
9,22895,Core
4,53558,Dispensable
9,87906,Dispensable
5,25207,Core
7,73996,Dispensable
8,81520,Dispensable
8,79527,Dispensable
7,74902,Dispensable
6,25934,Core
7,75787,Dispensable
6,69314,Dispensable
9,85989,Dispensable
8,24652,Core
5,26905,Core
5,59537,Dispensable
10,23450,Core
7,75252,Dispensable
