x,y,Category
9,130276,Total
7,99999,Total
7,96631,Dispensable
10,20877,Core
6,24606,Core
7,89980,Dispensable
7,107703,Total
8,81002,Dispensable
10,126507,Total
6,102086,Total
5,26365,Core
9,128649,Total
12,122901,Dispensable
6,102770,Total
3,74100,Total
5,23664,Core
7,111661,Total
6,78264,Dispensable
12,20186,Core
9,110126,Total
8,24288,Core
4,79730,Total
4,26076,Core
6,25432,Core
6,105804,Total
11,110442,Dispensable
10,132415,Total
7,89627,Dispensable
12,143280,Total
7,24467,Core
8,21991,Core
12,20556,Core
5,89146,Total
10,112386,Dispensable
10,20504,Core
6,94821,Total
9,118340,Total
6,112047,Total
9,127370,Total
5,89109,Total
7,22615,Core
7,115245,Total
3,52239,Dispensable
5,61298,Dispensable
10,124400,Total
7,117283,Total
8,122451,Total
4,25793,Core
7,85703,Dispensable
7,24097,Core
5,85935,Total
11,110122,Dispensable
8,83277,Dispensable
8,21546,Core
9,129985,Total
4,65757,Dispensable
7,110451,Total
11,138735,Total
4,28122,Core
4,25718,Core
4,69692,Dispensable
8,97415,Dispensable
5,24649,Core
5,82120,Dispensable
7,111539,Total
7,100774,Total
9,111336,Total
10,127526,Total
11,20834,Core
7,97905,Total
8,81586,Dispensable
7,23675,Core
3,72471,Total
5,86587,Total
5,27093,Core
7,118734,Total
6,24640,Core
8,123711,Total
9,108517,Dispensable
8,103163,Dispensable
9,22933,Core
5,106540,Total
6,91814,Dispensable
1,48313,Total
7,96962,Dispensable
8,23129,Core
6,23152,Core
7,77787,Dispensable
7,24970,Core
4,53145,Dispensable
6,69436,Dispensable
8,90028,Dispensable
7,111433,Total
11,131243,Total
8,104213,Total
6,104310,Total
3,41775,Dispensable
6,83787,Dispensable
3,29975,Core
6,25062,Core
9,109045,Total
4,91796,Total
7,117348,Total
7,99767,Total
8,81266,Dispensable
8,112122,Total
8,125577,Total
7,84218,Dispensable
6,66171,Dispensable
8,22331,Core
9,111145,Total
8,94283,Dispensable
6,105283,Total
6,81996,Dispensable
8,102990,Dispensable
10,135385,Total
9,119378,Total
8,83299,Dispensable
6,102120,Total
9,117427,Total
11,21449,Core
6,22730,Core
7,119195,Total
8,21447,Core
9,22094,Core
9,96232,Dispensable
9,21835,Core
10,122771,Total
9,109065,Dispensable
10,105184,Dispensable
5,25247,Core
9,126509,Total
9,96718,Dispensable
8,122084,Total
5,98269,Total
11,119300,Dispensable
4,60899,Dispensable
6,24568,Core
7,109142,Total
12,20224,Core
7,87627,Dispensable
8,104585,Total
6,69580,Dispensable
6,24178,Core
5,87512,Total
5,77149,Dispensable
7,86009,Dispensable
9,106870,Dispensable
6,101629,Total
7,96444,Dispensable
7,89649,Dispensable
9,23276,Core
7,110329,Total
6,112888,Total
10,114177,Dispensable
5,73358,Dispensable
9,107285,Dispensable
11,116266,Dispensable
5,74182,Dispensable
10,106603,Dispensable
10,123981,Total
7,89451,Dispensable
4,82445,Total
9,101637,Dispensable
9,21699,Core
6,70218,Dispensable
3,82956,Total
6,101625,Total
14,122395,Dispensable
9,109076,Dispensable
9,21340,Core
10,105173,Dispensable
10,131959,Total
4,27238,Core
6,94491,Total
9,121157,Total
7,24837,Core
8,83300,Dispensable
8,101339,Dispensable
7,75776,Dispensable
7,85980,Dispensable
7,77070,Dispensable
5,61287,Dispensable
7,22843,Core
7,110223,Total
9,128686,Total
8,118126,Total
4,25759,Core
6,67138,Dispensable
7,23343,Core
12,122956,Dispensable
7,102123,Total
8,94261,Dispensable
3,43500,Dispensable
8,92150,Dispensable
5,60926,Dispensable
8,95117,Dispensable
5,26325,Core
8,113610,Total
2,27320,Dispensable
6,83776,Dispensable
9,128580,Total
11,20796,Core
5,87884,Total
8,94172,Dispensable
9,108881,Dispensable
6,23013,Core
6,25296,Core
7,84384,Dispensable
10,113420,Dispensable
8,21950,Core
6,71064,Dispensable
5,62717,Dispensable
7,90620,Dispensable
9,106704,Dispensable
7,120658,Total
5,75038,Dispensable
5,69817,Dispensable
11,20698,Core
4,24961,Core
7,120936,Total
7,89793,Dispensable
8,123665,Total
8,23788,Core
10,103382,Dispensable
5,62541,Dispensable
10,112066,Dispensable
6,69414,Dispensable
6,24236,Core
8,24207,Core
9,108550,Dispensable
9,108583,Dispensable
8,104022,Total
4,53089,Dispensable
10,105305,Dispensable
11,137610,Total
7,112491,Total
7,88693,Dispensable
8,23574,Core
9,106792,Dispensable
9,107572,Dispensable
5,76601,Dispensable
8,22664,Core
6,24250,Core
7,117561,Total
4,87554,Total
8,83862,Dispensable
5,61419,Dispensable
8,22748,Core
3,73837,Total
8,22800,Core
5,61772,Dispensable
6,68282,Dispensable
10,133152,Total
4,80060,Total
7,87329,Dispensable
5,94687,Total
6,24198,Core
10,135348,Total
4,81272,Total
8,123259,Total
8,101890,Dispensable
8,23490,Core
6,94452,Total
6,95664,Total
7,106687,Total
7,110136,Total
11,20423,Core
8,23201,Core
9,100846,Dispensable
6,107195,Total
9,22132,Core
8,110771,Total
9,120418,Total
7,96366,Dispensable
8,122607,Total
7,84516,Dispensable
11,118002,Dispensable
5,99792,Total
9,22216,Core
8,115841,Total
5,74038,Dispensable
10,126351,Total
9,116969,Total
11,20287,Core
5,69806,Dispensable
10,21781,Core
7,108440,Total
9,111899,Total
8,117477,Total
8,122138,Total
8,102559,Dispensable
5,96440,Total
9,118811,Total
9,22152,Core
7,107230,Total
7,22100,Core
10,20935,Core
8,88444,Dispensable
6,103895,Total
7,84505,Dispensable
8,112967,Total
8,123817,Total
5,61639,Dispensable
10,22128,Core
10,103305,Dispensable
9,108219,Dispensable
9,107363,Dispensable
4,80811,Total
10,89620,Dispensable
8,92006,Dispensable
8,92304,Dispensable
5,26111,Core
8,100746,Dispensable
5,25692,Core
9,130467,Total
10,132500,Total
8,115246,Total
6,104223,Total
7,88473,Dispensable
7,102160,Total
10,22573,Core
7,99891,Total
12,21406,Core
7,108405,Total
7,24525,Core
5,25163,Core
6,70207,Dispensable
5,75601,Dispensable
3,72386,Total
5,61628,Dispensable
10,22064,Core
8,106340,Total
9,119374,Total
5,26912,Core
8,22259,Core
6,94176,Total
13,146441,Total
5,62563,Dispensable
8,23476,Core
6,110937,Total
8,114353,Total
6,94454,Total
7,116225,Total
7,79081,Dispensable
7,95366,Dispensable
10,122925,Total
7,111711,Total
5,87043,Total
7,111066,Total
5,88340,Total
10,112364,Dispensable
10,111088,Dispensable
7,82891,Dispensable
10,131766,Total
4,79608,Total
8,21936,Core
8,89202,Dispensable
8,88422,Dispensable
8,100692,Dispensable
6,24704,Core
4,71937,Dispensable
11,20267,Core
4,81059,Total
8,92028,Dispensable
8,115159,Total
4,25811,Core
9,126633,Total
6,67116,Dispensable
8,93028,Dispensable
5,69519,Dispensable
3,28420,Core
8,124684,Total
10,134173,Total
7,111157,Total
8,123472,Total
6,68116,Dispensable
9,21404,Core
9,121752,Total
10,113386,Dispensable
8,103848,Total
12,111211,Dispensable
6,23386,Core
9,101990,Dispensable
4,60955,Dispensable
3,40984,Dispensable
7,83891,Dispensable
11,116233,Dispensable
7,25253,Core
5,101029,Total
8,125981,Total
10,125701,Total
10,21336,Core
11,20403,Core
7,85682,Dispensable
7,94146,Dispensable
7,109057,Total
7,110138,Total
8,106409,Total
8,116456,Total
8,91006,Dispensable
8,101526,Dispensable
9,104792,Dispensable
7,22028,Core
8,123628,Total
7,119388,Total
5,77260,Dispensable
6,68358,Dispensable
4,82482,Total
8,22762,Core
9,21268,Core
9,21771,Core
6,110783,Total
9,102108,Dispensable
7,97179,Dispensable
4,52056,Dispensable
6,102683,Total
6,69116,Dispensable
6,105090,Total
10,100382,Dispensable
7,22829,Core
5,101433,Total
5,61904,Dispensable
8,113019,Total
10,125019,Total
6,68260,Dispensable
9,106087,Dispensable
7,98596,Total
8,102802,Dispensable
9,95895,Dispensable
8,114507,Total
4,27825,Core
6,93157,Total
9,20887,Core
10,103680,Dispensable
8,115650,Total
8,103483,Dispensable
7,23713,Core
7,110414,Total
5,97808,Total
6,106174,Total
7,88329,Dispensable
8,116458,Total
4,27767,Core
9,128773,Total
5,24880,Core
7,96157,Dispensable
7,83505,Dispensable
10,104691,Dispensable
7,109617,Total
9,20985,Core
5,24435,Core
4,53321,Dispensable
9,108439,Dispensable
8,124838,Total
6,71351,Dispensable
2,62655,Total
8,95470,Dispensable
9,120542,Total
8,21878,Core
10,133999,Total
8,89179,Dispensable
9,127843,Total
9,121192,Total
10,21761,Core
10,131768,Total
8,91172,Dispensable
4,25831,Core
5,89708,Total
8,22820,Core
6,95666,Total
7,109615,Total
6,23366,Core
7,22493,Core
7,22927,Core
8,118211,Total
10,123668,Total
5,69443,Dispensable
10,21316,Core
6,93433,Total
9,99686,Dispensable
9,23107,Core
6,75561,Dispensable
6,82466,Dispensable
7,117750,Total
7,93608,Dispensable
9,128735,Total
8,111650,Total
9,97774,Dispensable
9,99333,Dispensable
5,86863,Total
6,104736,Total
8,21898,Core
7,88957,Dispensable
9,116968,Total
10,22522,Core
3,44543,Dispensable
5,104559,Total
10,100204,Dispensable
5,26192,Core
5,87287,Total
8,114070,Total
6,68668,Dispensable
7,85394,Dispensable
7,74444,Dispensable
7,24301,Core
8,23143,Core
7,98871,Total
11,104448,Dispensable
4,28231,Core
9,21248,Core
5,62286,Dispensable
8,23757,Core
12,120458,Dispensable
9,116811,Total
8,22481,Core
4,52344,Dispensable
8,125859,Total
6,24297,Core
6,22485,Core
9,97552,Dispensable
7,105332,Total
8,92723,Dispensable
5,105257,Total
7,22151,Core
9,99442,Dispensable
10,21860,Core
9,120173,Total
5,88869,Total
7,94189,Dispensable
8,22406,Core
9,129002,Total
7,110839,Total
7,23427,Core
8,91381,Dispensable
8,95096,Dispensable
8,117332,Total
8,110737,Total
11,20627,Core
4,59963,Dispensable
6,96122,Total
5,86589,Total
8,114912,Total
13,145288,Total
7,86914,Dispensable
6,94177,Total
8,124771,Total
7,84813,Dispensable
5,85881,Total
7,109055,Total
10,114738,Total
9,99355,Dispensable
10,114775,Total
7,23057,Core
5,24201,Core
10,21350,Core
9,108010,Total
9,117551,Total
10,21964,Core
5,26199,Core
7,118737,Total
8,123295,Total
8,111435,Total
9,127474,Total
8,115437,Total
3,72575,Total
10,113705,Total
7,110834,Total
8,23653,Core
8,90702,Dispensable
12,20472,Core
10,122266,Total
12,143017,Total
6,25225,Core
4,26056,Core
7,109018,Total
6,68646,Dispensable
8,125195,Total
9,129374,Total
8,101615,Dispensable
5,85230,Total
5,60341,Dispensable
8,113981,Total
9,106494,Dispensable
3,42311,Dispensable
6,105197,Total
7,101651,Total
4,64636,Dispensable
8,101902,Dispensable
9,22599,Core
7,85263,Dispensable
6,89743,Dispensable
5,89232,Total
9,128950,Total
10,124225,Total
5,60054,Dispensable
7,107059,Total
11,138268,Total
5,25875,Core
11,128404,Total
12,20027,Core
8,125203,Total
7,120600,Total
4,90585,Total
10,111485,Dispensable
6,84378,Dispensable
8,117983,Total
8,22269,Core
6,22622,Core
9,85260,Dispensable
5,95336,Total
5,86812,Total
7,85594,Dispensable
12,20020,Core
7,109376,Total
4,89414,Total
10,100866,Dispensable
2,29641,Dispensable
5,63639,Dispensable
7,119650,Total
8,92989,Dispensable
5,81253,Dispensable
8,82310,Dispensable
8,22294,Core
9,100526,Dispensable
9,128126,Total
6,109473,Total
8,106483,Total
10,135624,Total
7,110876,Total
7,74975,Dispensable
7,95676,Dispensable
10,113255,Dispensable
5,88534,Total
9,97618,Dispensable
6,23172,Core
6,70152,Dispensable
6,24053,Core
10,112750,Dispensable
9,23286,Core
7,82934,Dispensable
7,105510,Total
6,79574,Dispensable
7,117370,Total
8,112311,Total
6,95090,Total
6,109199,Total
7,99996,Total
9,21618,Core
11,20573,Core
8,22851,Core
9,23053,Core
8,89555,Dispensable
7,81989,Dispensable
5,76424,Dispensable
8,21794,Core
8,106268,Total
5,83307,Dispensable
4,71828,Dispensable
6,23179,Core
5,26013,Core
5,67233,Dispensable
8,112733,Total
4,98547,Total
7,100210,Total
9,95728,Dispensable
8,114033,Total
10,133330,Total
4,27113,Core
7,100367,Total
9,22736,Core
10,112972,Dispensable
9,127702,Total
8,105844,Total
4,79922,Total
5,88319,Total
2,29310,Dispensable
9,21054,Core
4,59985,Dispensable
6,23736,Core
6,25171,Core
10,135945,Total
7,89141,Dispensable
8,112738,Total
9,121333,Total
6,70021,Dispensable
10,125881,Total
10,92943,Dispensable
7,24383,Core
8,84168,Dispensable
10,21415,Core
6,104072,Total
12,134865,Total
7,97366,Dispensable
9,110951,Total
7,25103,Core
8,112403,Total
9,97752,Dispensable
8,105235,Total
7,112835,Total
8,91570,Dispensable
5,89410,Total
14,19542,Core
9,121104,Total
4,78661,Total
9,22380,Core
8,22585,Core
7,94058,Dispensable
8,114089,Total
11,106250,Dispensable
12,20842,Core
10,102050,Dispensable
6,87722,Dispensable
7,86881,Dispensable
4,28464,Core
6,82975,Dispensable
11,20620,Core
11,20512,Core
7,23614,Core
4,27228,Core
11,129702,Total
7,112070,Total
6,82313,Dispensable
4,27221,Core
8,81817,Dispensable
4,81187,Total
8,103550,Total
8,83718,Dispensable
6,103204,Total
8,89820,Dispensable
5,61727,Dispensable
11,137629,Total
11,22180,Core
5,97667,Total
6,26077,Core
7,95323,Dispensable
13,145804,Total
6,24409,Core
7,101473,Total
8,126071,Total
9,96265,Dispensable
4,81511,Total
4,98955,Total
6,68391,Dispensable
8,22050,Core
4,25872,Core
8,118928,Total
4,63327,Dispensable
5,96121,Total
6,69292,Dispensable
9,121526,Total
8,24771,Core
9,105782,Dispensable
10,21706,Core
5,61883,Dispensable
7,23879,Core
10,126969,Total
6,24402,Core
9,21381,Core
8,114583,Total
7,77512,Dispensable
6,76838,Dispensable
8,21349,Core
7,108265,Total
10,104988,Dispensable
7,87339,Dispensable
4,27292,Core
7,24416,Core
8,100659,Dispensable
7,22582,Core
9,119974,Total
3,73049,Total
7,88339,Dispensable
9,122596,Total
5,60883,Dispensable
7,110032,Total
9,109699,Total
5,104976,Total
11,137858,Total
5,99288,Total
11,139053,Total
8,89908,Dispensable
8,81089,Dispensable
5,24757,Core
9,88361,Dispensable
6,23790,Core
4,52962,Dispensable
9,97287,Dispensable
4,53740,Dispensable
4,25990,Core
6,102364,Total
9,123664,Total
8,118127,Total
7,94345,Dispensable
6,24039,Core
3,41686,Dispensable
11,138125,Total
5,64674,Dispensable
7,74600,Dispensable
6,94822,Total
6,81721,Dispensable
10,20728,Core
8,114125,Total
9,23531,Core
7,101243,Total
4,53508,Dispensable
10,94393,Dispensable
3,72158,Total
9,130310,Total
4,54190,Dispensable
5,91943,Total
5,85743,Total
9,21485,Core
6,82179,Dispensable
10,124033,Total
5,87273,Total
6,78771,Dispensable
5,88163,Total
10,21533,Core
5,26569,Core
5,25513,Core
6,69270,Dispensable
11,138318,Total
6,105068,Total
8,95150,Dispensable
10,100040,Dispensable
9,87558,Dispensable
14,130233,Dispensable
8,123710,Total
7,87317,Dispensable
6,76816,Dispensable
7,86990,Dispensable
7,99710,Total
5,82980,Dispensable
10,21720,Core
10,21602,Core
7,23244,Core
8,113807,Total
10,93371,Dispensable
7,23071,Core
8,105272,Total
9,109373,Dispensable
8,101659,Dispensable
9,108595,Dispensable
11,138162,Total
10,20846,Core
8,124327,Total
6,24032,Core
4,61426,Dispensable
7,109568,Total
11,105404,Dispensable
5,94771,Total
8,82532,Dispensable
10,113211,Dispensable
8,22514,Core
10,127195,Total
7,22266,Core
6,93387,Total
8,22420,Core
7,101199,Total
5,24639,Core
6,112429,Total
8,116777,Total
6,93909,Total
8,114267,Total
8,111899,Total
8,94460,Dispensable
10,114695,Dispensable
6,25774,Core
3,42686,Dispensable
10,133201,Total
5,70158,Dispensable
8,95824,Dispensable
8,23513,Core
8,21719,Core
5,61694,Dispensable
6,25329,Core
3,27322,Core
5,105665,Total
9,119080,Total
8,104814,Dispensable
7,97766,Total
7,119349,Total
9,89437,Dispensable
5,95803,Total
7,95167,Dispensable
2,27464,Dispensable
8,24326,Core
8,82289,Dispensable
7,120363,Total
8,23387,Core
6,100835,Total
9,119566,Total
6,24667,Core
7,22952,Core
8,124171,Total
10,105504,Dispensable
6,25214,Core
10,134556,Total
10,128356,Total
9,128400,Total
6,105750,Total
8,22966,Core
8,90833,Dispensable
10,122911,Total
9,117336,Total
7,118210,Total
8,114734,Total
7,101665,Total
6,103241,Total
6,95016,Total
6,71792,Dispensable
9,130696,Total
7,117942,Total
9,122402,Total
6,24484,Core
7,75269,Dispensable
8,92018,Dispensable
11,128812,Total
9,120365,Total
8,105758,Total
9,100042,Dispensable
4,87042,Total
10,113044,Dispensable
7,23078,Core
7,74622,Dispensable
5,63155,Dispensable
5,26444,Core
6,69402,Dispensable
7,107704,Total
6,24157,Core
10,20721,Core
8,95846,Dispensable
7,108910,Total
7,23872,Core
11,135757,Total
6,92785,Total
9,128827,Total
9,86846,Dispensable
8,22639,Core
7,84548,Dispensable
5,25390,Core
9,22366,Core
6,68799,Dispensable
11,21375,Core
6,70130,Dispensable
7,77534,Dispensable
5,60232,Dispensable
7,111996,Total
9,22994,Core
10,111518,Dispensable
5,62795,Dispensable
6,103946,Total
9,88558,Dispensable
4,65217,Dispensable
9,22484,Core
7,106672,Total
4,26426,Core
5,25814,Core
5,96598,Total
7,23359,Core
11,21493,Core
5,73524,Dispensable
8,101637,Dispensable
11,21385,Core
7,109233,Total
8,90106,Dispensable
9,22039,Core
9,22193,Core
11,118586,Dispensable
6,82600,Dispensable
10,22529,Core
6,24592,Core
6,25204,Core
6,24599,Core
10,126950,Total
6,69492,Dispensable
4,26871,Core
9,100428,Dispensable
4,26534,Core
7,76269,Dispensable
6,95561,Total
5,107752,Total
5,75580,Dispensable
10,126671,Total
10,111994,Dispensable
7,85438,Dispensable
9,121800,Total
7,24308,Core
7,23764,Core
9,96419,Dispensable
6,83247,Dispensable
5,23891,Core
13,146179,Total
10,126735,Total
7,84372,Dispensable
5,26631,Core
5,87429,Total
6,81565,Dispensable
7,23448,Core
8,88842,Dispensable
9,101118,Dispensable
7,108499,Total
7,86284,Dispensable
5,95287,Total
8,105651,Total
6,78596,Dispensable
5,24642,Core
8,102836,Dispensable
7,109104,Total
8,22701,Core
9,129529,Total
7,112698,Total
7,108778,Total
9,96883,Dispensable
6,69668,Dispensable
10,113717,Dispensable
12,110508,Dispensable
5,100643,Total
9,98442,Dispensable
9,21227,Core
5,71965,Dispensable
6,23118,Core
12,20031,Core
10,91657,Dispensable
4,28033,Core
6,94978,Total
8,103706,Total
9,98311,Dispensable
9,96520,Dispensable
8,22144,Core
7,87703,Dispensable
7,85914,Dispensable
6,88500,Dispensable
6,113011,Total
8,101294,Dispensable
9,110828,Total
10,125758,Total
10,106714,Dispensable
13,19768,Core
7,84041,Dispensable
11,129844,Total
4,93755,Total
8,95405,Dispensable
6,104929,Total
10,134839,Total
5,61054,Dispensable
6,102505,Total
10,132838,Total
7,111610,Total
7,106828,Total
4,61800,Dispensable
6,24972,Core
7,22690,Core
5,23768,Core
9,22053,Core
9,21123,Core
6,104366,Total
7,100262,Total
5,62828,Dispensable
10,93426,Dispensable
5,100187,Total
9,121241,Total
4,60249,Dispensable
8,112229,Total
7,75357,Dispensable
5,25757,Core
6,101029,Total
8,81554,Dispensable
9,128542,Total
7,100225,Total
7,23309,Core
3,30211,Core
13,20184,Core
7,101565,Total
6,70528,Dispensable
7,25164,Core
9,101020,Dispensable
10,101204,Dispensable
7,22276,Core
6,102542,Total
7,84162,Dispensable
9,116674,Total
6,25666,Core
7,87848,Dispensable
1,47378,Core
7,87804,Dispensable
8,23218,Core
8,116226,Total
4,25614,Core
6,23345,Core
7,82140,Dispensable
12,134458,Total
5,84044,Dispensable
6,69646,Dispensable
8,24095,Core
11,139336,Total
6,70407,Dispensable
9,22854,Core
9,94849,Dispensable
6,112428,Total
8,114597,Total
9,120599,Total
4,51410,Dispensable
6,104581,Total
7,104776,Total
7,110367,Total
5,82319,Dispensable
8,92072,Dispensable
11,21432,Core
5,23955,Core
6,69005,Dispensable
8,106498,Total
5,73756,Dispensable
8,23639,Core
6,70538,Dispensable
9,129288,Total
4,27282,Core
9,108727,Dispensable
10,105580,Dispensable
7,107196,Total
8,90283,Dispensable
7,111982,Total
6,70659,Dispensable
7,24362,Core
11,128318,Total
5,73877,Dispensable
6,79716,Dispensable
8,22524,Core
6,104329,Total
10,21896,Core
8,21827,Core
11,118389,Dispensable
4,52916,Dispensable
6,70429,Dispensable
8,115388,Total
9,23171,Core
6,23485,Core
8,124541,Total
10,21710,Core
11,116598,Dispensable
6,83280,Dispensable
5,61341,Dispensable
4,86916,Total
5,24585,Core
10,121947,Total
8,21837,Core
8,23293,Core
7,75488,Dispensable
9,21179,Core
9,21445,Core
10,123701,Total
9,22844,Core
6,23919,Core
7,99817,Total
13,19712,Core
6,23611,Core
10,112255,Dispensable
8,122032,Total
6,70924,Dispensable
5,87272,Total
8,93999,Dispensable
9,95287,Dispensable
4,54940,Dispensable
5,25767,Core
10,124582,Total
7,119805,Total
6,22737,Core
9,119006,Total
8,91614,Dispensable
5,97896,Total
8,23771,Core
10,110795,Dispensable
9,128635,Total
3,71698,Total
6,24962,Core
11,20236,Core
7,88141,Dispensable
5,106734,Total
6,104836,Total
11,110851,Dispensable
5,100465,Total
4,26684,Core
10,124738,Total
8,114964,Total
9,86361,Dispensable
6,83313,Dispensable
12,109240,Dispensable
12,20041,Core
6,78221,Dispensable
8,103250,Dispensable
6,86974,Dispensable
11,114685,Dispensable
6,114136,Total
6,24043,Core
11,118367,Dispensable
7,101751,Total
7,22245,Core
8,22208,Core
7,107741,Total
7,86571,Dispensable
7,99436,Total
8,113881,Total
10,103072,Dispensable
7,23941,Core
9,107595,Dispensable
10,113972,Dispensable
8,95228,Dispensable
8,116599,Total
11,21755,Core
11,20502,Core
9,21672,Core
3,28026,Core
7,84780,Dispensable
10,101050,Dispensable
8,96273,Dispensable
7,24566,Core
11,21062,Core
6,24171,Core
9,130517,Total
7,77181,Dispensable
10,91547,Dispensable
10,113851,Dispensable
11,138497,Total
4,91090,Total
9,94827,Dispensable
10,112376,Dispensable
7,24239,Core
6,89038,Dispensable
11,136492,Total
7,117576,Total
8,124698,Total
4,78817,Total
6,102327,Total
8,21342,Core
9,109272,Total
9,108450,Dispensable
8,22575,Core
9,130132,Total
8,115016,Total
10,123371,Total
6,103753,Total
6,25635,Core
10,22350,Core
10,132834,Total
5,26508,Core
9,110950,Total
5,26953,Core
6,23297,Core
7,109041,Total
10,90481,Dispensable
5,105380,Total
8,94482,Dispensable
7,117297,Total
6,102328,Total
11,119799,Total
7,112071,Total
10,102967,Dispensable
7,75181,Dispensable
8,93228,Dispensable
5,98401,Total
8,123201,Total
10,114024,Total
9,22043,Core
4,89081,Total
8,91437,Dispensable
6,102227,Total
5,25781,Core
5,24955,Core
7,21942,Core
7,24614,Core
3,43377,Dispensable
6,100872,Total
6,67911,Dispensable
9,122224,Total
10,104879,Dispensable
8,105936,Total
4,25185,Core
4,81883,Total
6,26091,Core
9,22409,Core
5,60760,Dispensable
9,99068,Dispensable
7,119613,Total
5,87658,Total
10,102072,Dispensable
6,24423,Core
6,25265,Core
8,23663,Core
5,24618,Core
12,120701,Dispensable
7,112033,Total
4,24764,Core
6,78859,Dispensable
7,107841,Total
10,101171,Dispensable
10,134189,Total
9,119602,Total
8,23326,Core
7,75731,Dispensable
6,109807,Total
7,112312,Total
7,75280,Dispensable
6,24527,Core
5,96498,Total
6,69933,Dispensable
6,104644,Total
6,104737,Total
8,23283,Core
9,22305,Core
8,23767,Core
9,98618,Dispensable
8,121944,Total
11,136863,Total
6,24541,Core
7,107804,Total
8,114771,Total
9,85999,Dispensable
5,87095,Total
6,79552,Dispensable
8,106950,Total
7,24196,Core
10,22776,Core
8,21801,Core
10,111795,Dispensable
7,22802,Core
9,22750,Core
8,23208,Core
6,89016,Dispensable
9,21549,Core
5,25885,Core
12,111245,Dispensable
8,22789,Core
8,21733,Core
8,94228,Dispensable
4,62535,Dispensable
7,96577,Dispensable
9,94673,Dispensable
8,113199,Total
8,118913,Total
6,112681,Total
7,74731,Dispensable
8,113477,Total
8,112418,Total
10,91900,Dispensable
10,125843,Total
10,20742,Core
9,101085,Dispensable
4,62458,Dispensable
6,88126,Dispensable
5,26200,Core
6,68933,Dispensable
6,76761,Dispensable
8,100095,Dispensable
6,25235,Core
9,22423,Core
7,94786,Dispensable
7,75621,Dispensable
4,52267,Dispensable
8,95670,Dispensable
8,124227,Total
10,102923,Dispensable
7,75378,Dispensable
5,72943,Dispensable
9,21994,Core
7,109668,Total
8,103151,Dispensable
9,107141,Dispensable
9,107882,Dispensable
12,142836,Total
7,23818,Core
10,133943,Total
8,22945,Core
5,74734,Dispensable
7,23394,Core
5,85231,Total
9,131068,Total
5,24272,Core
6,83048,Dispensable
7,107934,Total
4,92266,Total
9,119410,Total
9,21231,Core
9,130261,Total
6,80852,Dispensable
7,101435,Total
7,100508,Total
7,23384,Core
9,106859,Dispensable
8,126086,Total
9,101649,Dispensable
4,27544,Core
5,24144,Core
4,27652,Core
5,69254,Dispensable
10,132367,Total
4,25936,Core
8,80995,Dispensable
9,129373,Total
8,83609,Dispensable
7,120133,Total
3,44102,Dispensable
7,74488,Dispensable
10,133573,Total
4,64250,Dispensable
6,82280,Dispensable
9,23908,Core
7,95941,Dispensable
8,22154,Core
10,131434,Total
6,81390,Dispensable
11,138964,Total
2,43615,Dispensable
11,118433,Dispensable
8,82995,Dispensable
7,99903,Total
8,112540,Total
8,117181,Total
7,99195,Total
9,107020,Dispensable
7,22636,Core
4,76715,Total
8,104441,Total
9,101173,Dispensable
8,111613,Total
8,117610,Total
9,21876,Core
11,137944,Total
11,130457,Total
10,20782,Core
7,111767,Total
10,132362,Total
8,102272,Dispensable
5,98126,Total
8,105807,Total
8,124505,Total
6,77640,Dispensable
8,100481,Dispensable
10,21163,Core
10,123119,Total
9,107628,Dispensable
6,105297,Total
9,89692,Dispensable
7,24997,Core
8,116405,Total
8,117611,Total
6,79859,Dispensable
6,81852,Dispensable
9,21924,Core
8,91459,Dispensable
6,23715,Core
9,21241,Core
6,83643,Dispensable
11,136455,Total
9,105837,Dispensable
6,77947,Dispensable
10,100072,Dispensable
6,80466,Dispensable
6,24413,Core
6,82181,Dispensable
7,95698,Dispensable
6,83181,Dispensable
9,23592,Core
8,106397,Total
11,115718,Dispensable
7,76093,Dispensable
7,22646,Core
8,79284,Dispensable
8,21773,Core
8,92349,Dispensable
7,99194,Total
7,95577,Dispensable
6,100400,Total
9,121141,Total
6,23994,Core
6,102135,Total
5,75646,Dispensable
7,22309,Core
8,22036,Core
11,137881,Total
5,99611,Total
9,129804,Total
7,85107,Dispensable
9,118869,Total
4,62557,Dispensable
9,128720,Total
11,139017,Total
11,20260,Core
5,94541,Total
10,21045,Core
6,23549,Core
4,24794,Core
6,75319,Dispensable
6,82378,Dispensable
8,81995,Dispensable
5,97859,Total
6,93983,Total
8,90437,Dispensable
9,88889,Dispensable
9,130046,Total
7,22754,Core
8,22026,Core
4,49616,Dispensable
6,78397,Dispensable
8,22471,Core
4,54157,Dispensable
6,79738,Dispensable
10,21490,Core
7,97489,Dispensable
8,24138,Core
10,21924,Core
7,75643,Dispensable
6,68547,Dispensable
7,23550,Core
9,22688,Core
10,21771,Core
2,61075,Total
10,134976,Total
9,106295,Dispensable
8,91160,Dispensable
4,25925,Core
8,101814,Dispensable
6,77352,Dispensable
7,23234,Core
7,106458,Total
7,97301,Dispensable
4,61381,Dispensable
9,22356,Core
7,107909,Total
7,101284,Total
7,119769,Total
5,25350,Core
7,83241,Dispensable
10,113298,Dispensable
4,86901,Total
5,105713,Total
9,21700,Core
5,88441,Total
7,111803,Total
8,22915,Core
7,78025,Dispensable
